Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
24,"Tran Nhat Lam Duyen, Roberto F. Rañola, B. Sander, R. Wassmann, N. D. Tien, Nong Nguyen Khanh Ngoc","A comparative analysis of gender and youth issues in rice production in North, Central, and South Vietnam",2020,Climate and Development,,https://www.semanticscholar.org/paper/0b4f9d1f42c1e29a5a894572281cc68202524e36,,413,2025-03-31 22:55:57,JournalArticle,10.1080/17565529.2020.1734771,,,13.0,,115.0,127.0,24,4.8,4,6,5,"ABSTRACT This paper examines how rice farmers at all gender and ages perceive climate change and adopt Climate Smart Agriculture (CSA) technologies to enhance resilience and adaptation in three sub-regions of Vietnam. Impacts on livelihoods resilience, workloads of left behind family members, gender roles and responsibilities are also assessed. Using data from 579 randomly-sampled households, results show that women play a more important role in rice production in North and Central compared to the South due to higher rate of male out-migration. Differences in awareness and adoption of CSA technologies are observed although men and women across provinces have similar perception of climate change. The key challenges of youth engagement include drudgery in farm operations, labour-intensive technologies, low profit, inadequate access to land and credit, and lack of agricultural insurance scheme. Results imply that farmers should be provided with equal opportunities in trainings and field demonstrations on CSA technologies. Recommendations to attract the youth include: (i) promote on-farm training at school; (ii) organize exchange visits, trade fairs, competition on farming techniques; (iii) develop good production and business model; (iv) emphasize the important role of farmers and agriculture; (v) update agricultural policies and programmes; (vi) upgrade the skills and knowledge of extension workers.",https://www.tandfonline.com/doi/pdf/10.1080/17565529.2020.1734771?needAccess=true,
13,"A. Masclans, C. Hamon, Christian Jeunesse, P. Bickle",A sexual division of labour at the start of agriculture? A multi-proxy comparison through grave good stone tool technological and use-wear analysis,2021,PLoS ONE,,https://www.semanticscholar.org/paper/090802a9db68b68fe0ff8a91b565440e8a11310d,,689,2025-03-31 22:55:57,JournalArticle,10.1371/journal.pone.0249130,1932-6203,,16.0,,,,13,3.25,3,4,4,"This work demonstrates the importance of integrating sexual division of labour into the research of the transition to the Neolithic and its social implications. During the spread of the Neolithic in Europe, when migration led to the dispersal of domesticated plants and animals, novel tasks and tools, appear in the archaeological record. By examining the use-wear traces from over 400 stone tools from funerary contexts of the earliest Neolithic in central Europe we provide insights into what tasks could have been carried out by women and men. The results of this analysis are then examined for statistically significant correlations with the osteological, isotopic and other grave good data, informing on sexed-based differences in diet, mobility and symbolism. Our data demonstrate males were buried with stone tools used for woodwork, and butchery, hunting or interpersonal violence, while women with those for the working of animal skins, expanding the range of tasks known to have been carried out. The results also show variation along an east-west cline from Slovakia to eastern France, suggesting that the sexual division of labour (or at least its representation in death) changed as farming spread westwards.",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0249130&type=printable,
28,"S. Setboonsarng, E. Gregorio",Achieving Sustainable Development Goals through Organic Agriculture: Empowering Poor Women to Build the Future,2017,,,https://www.semanticscholar.org/paper/c127f16a577059e39da89d867bd2991789f2ab32,,342,2025-03-31 22:55:57,,10.22617/wps179123-2,,,,,,,28,3.5,14,2,8,"The paper outlines the positive contributions of organic agriculture in achieving the Sustainable Development Goals (SDGs). It draws upon empirical evidence from a series of studies financed by the Asian Development Bank Institute in 2005–2006 showing the benefits of organic agricultural practices and contract farming of organic agriculture products in selected Asian countries. The case studies showed that organic agriculture helped lead these countries toward the path of achieving their respective development goals, particularly the Millennium Development Goals, by 2015. The positive impacts of organic agriculture on health, incomes, and the environment are facilitated by its own well defined standards and market-based certification systems which ensure premium prices for organic producers. This has helped achieve high consumer awareness of its benefits and increased consumer demand both in developed and developing countries. Most importantly, organic agriculture fosters gender equality as it creates meaningful work (diverse tasks). It offers economic opportunities (low costs); promotes health (no synthetic chemicals); encourages biodiversity and traditional knowledge (retention of traditional seeds and farming practices); and ensures equitable work standards (equal wages and opportunities). This is particularly true for farmers, especially women, in small farming communities. Beyond 2015, the commitment of governments to fight for a sustainable and poverty-free world continues in the SDGs. This makes organic agriculture a crucial development strategy in the SDGs era.",https://www.adb.org/sites/default/files/publication/384836/swp-15.pdf,
15,B. B. Umar,Adapting to Climate Change Through Conservation Agriculture: A Gendered Analysis of Eastern Zambia,2021,Frontiers in Sustainable Food Systems,,https://www.semanticscholar.org/paper/7d7fe24c531be16288fb1d9baa84155066c14342,,607,2025-03-31 22:55:57,,10.3389/fsufs.2021.748300,2571-581X,,5.0,,,,15,3.75,15,1,4,"This study explored the use of conservation agriculture (CA) as a climate adaptation strategy among smallholder farmers in Eastern Zambia. Using 761 household interviews and 33 focus group discussions (FGDs) with smallholder farmers from six districts, data was collected on how smallholder farmers in the region experience climate change, what CA practices they had adopted, and benefits and challenges associated with CA practice. Results show that men and women farmers had similar experiences of climate change, namely late onset of a shortened rainy season, intra-seasonal drought and higher temperatures. Farmers' perceptions of gender-mediated effects of climate change had important nuances. The three most cited effects of climate change on women mentioned by women were lower crop yields, outbreaks of armyworms and reduced livestock fodder. The men thought women were most affected by increased hunger, lower crop yields and reduced domestic water sources. According to the women FGDs, men were most affected through reduced crop yields, increases in livestock diseases and increased hunger. The men self-reported reduced crop yields, reduced water for livestock and outbreaks of armyworms. Both men and women saw CA as having climate change adaptation benefits. For the women, men most benefitted from CA through the high moisture holding capacity of basins, higher crop yields and reduced labor requirements through use of oxen ripping. The men most appreciated the high crop yields, improved soil fertility and reduced costs as less fertilizer is used. The women cited the high moisture holding capacity of basins, high crop yields and improved soil fertility as benefits they most commonly derived from CA, while the men thought the women most benefitted from CA through the higher crop yields, improved soil fertility and crop tolerance to droughts. The study concludes that there is room for CA to serve as a climate smart agricultural system for both men and women smallholder farmers in Eastern Zambia. However, this will require addressing important challenges of high weed pressure, high labor demands, and low access to manure, and CA farming implements. The CA package for Zambia should include access to timely climate information and climate informed crop choices.",https://www.frontiersin.org/articles/10.3389/fsufs.2021.748300/pdf,
35,"G. G. Mwaura, M. Kiboi, E. Bett, J. Mugwe, A. Muriuki, G. Nicolay, F. Ngetich",Adoption Intensity of Selected Organic-Based Soil Fertility Management Technologies in the Central Highlands of Kenya,2021,Frontiers in Sustainable Food Systems,,https://www.semanticscholar.org/paper/c5f653ed00fd13cdd8245eae69bafffe102e456f,,276,2025-03-31 22:55:57,Review,10.3389/fsufs.2020.570190,2571-581X,,4.0,,,,35,8.75,5,7,4,"Soil fertility decline continues to be a major challenge limiting agricultural productivity globally. Despite the novelty of organic-based technologies in enhancing agricultural production in Kenya's central highlands, adoption is low. Therefore, we carried out a cross-sectional household survey of 300 randomly selected smallholder farmers to determine the specific organic-based practices by farmers; and the socioeconomic factors that influence the adoption intensity of selected organic-based technologies. We used descriptive statistics to summarize the data and the Tobit regression model to evaluate the socioeconomic determinants of adoption intensity of selected organic-based technologies. We identified nine organic-based technologies that had different adoption rates among the farmers. The majority of the farmers had adopted manure (97%) and manure combined with fertilizer (92%) in Murang'a and Tharaka-Nithi, respectively. Manure was applied to the largest land in Murang'a with 31% of the cultivated land. In comparison, manure combined with fertilizer had the highest adoption intensity in Tharaka-Nithi applied to about 25% of the cultivated land. Gender, age of the household head, level of education, household size, access to external labor, training, Tropical Livestock Unit, agriculture group membership, access to credit, land cultivated, and farming experience influenced the adoption intensity of organic-based technologies among smallholder farmers. Based on the smallholder farmers' adoption behavior, this study can be used to disaggregate the farming households better in order to tailor specific organic-based soil fertility technologies solutions that meet their unique needs. One group would be those households that face specific constraints, as reflected in their low adoption rates, women-headed households and older farmers, and thus require more targeted / intensive efforts to overcome these barriers. The other group would be those households that require less focus because, when confronted with the technologies, they are more likely to adopt them easily, for example, the male-headed households. Hence, the smallholder farmers' adoption behavior, can enable policymakers to form a base for designing appropriate policies that encourage the adoption of organic-based soil fertility technology by smallholder farmers.",https://www.frontiersin.org/articles/10.3389/fsufs.2020.570190/pdf,
80,"G. A. Heeren, Joanne C. Tyler, A. Mandeya","Agricultural chemical exposures and birth defects in the Eastern Cape Province, South Africa A case – control study",2003,Environmental Health,,https://www.semanticscholar.org/paper/a777d478e7cd84f022cc0e3181757541bcaa94ed,,87,2025-03-31 22:55:57,JournalArticle,10.1186/1476-069X-2-11,1476-069X,,2.0,,11.0,11.0,80,3.64,27,3,22,"BackgroundSouth Africa is one of the major users of pesticides on the African continent. The Eastern Cape is the second largest province in South Africa. There has been growing concern about the occurrence of certain birth defects which seemed to have increased in the past few years. In this paper we investigate associations between exposure to agricultural chemicals and certain birth defects. Few such studies have been undertaken in the developing world previously.MethodsBetween September 2000 and March 2001 a case – control study was conducted among rural women in the area of the Eastern cape to investigate the association between women's exposure to pesticides and the occurrence of birth defects. Information on birth defects was obtained from the register of the Paediatrics Department at the Cecilia Makiwane Hospital in Mdantsane, one of the largest referral hospitals in the province. The cases were children who were diagnosed with selected birth defects. The controls were children born in the same areas as the cases. Exposure information on the mothers was obtained by interview concerning from their activities in gardens and fields. Data were analysed using conditional logistic regression.ResultsA total of 89 case mothers and 178 control mothers was interviewed. Babies with birth defects were seven times more likely to be born to women exposed to chemicals used in gardens and fields compared to no reported exposure (Odds Ratio 7.18, 95% CI 3.99, 13.25); and were almost twice as likely to be born to women who were involved in dipping livestock used to prevent ticks (OR 1.92, 95% CI 1.15, 3.14). They were also 6.5 times more likely to be born to women who were using plastic containers for fetching water (OR 6.5, 95% CI 2.2, 27.9). Some of these containers had previously contained pesticides (OR 1.87, 95% CI 1.06, 3.31).ConclusionsThese findings suggest a link between exposure to pesticides and certain birth defects among the children of rural South African women who work on the land. Education programmes for women alerting them to the dangers to their babies from the use of pesticides and alternative farming methods and elimination of the reuse of pesticide containers are indicated as preventive measures.",https://ehjournal.biomedcentral.com/track/pdf/10.1186/1476-069X-2-11,
193,Julian Roche,Agricultural Economics,2019,Nature,,https://www.semanticscholar.org/paper/5284347d9e5983848b7a47d65f90f5a1d7a07240,,19,2025-03-31 22:55:57,JournalArticle,10.1057/978-1-349-95121-5_655-1,0028-0836,,108.0,,79.0,79.0,193,32.17,193,1,6,"The objective of this paper has been to examine the short-run and long-run effects of real exchange rate changes on the trade balance in Malawi. The model was estimated using the multivariate cointegration framework proposed by Johansen (1988). The results from the study show that the impact of a real depreciation on the trade balance is not significant enough to change the trade pattern in the long-run. Further, while a J-curve pattern is observed in the short to medium term, the improvement that follows a deterioration is not significantly different from the old equilibrium levels. On the other hand, the trade balance seems to respond more positively to shocks in domestic income. These findings have important policy implications for policy-makers. The long-run insignificance of the real exchange rate movements on the trade balance and the importance of domestic income in determining trade patterns suggest that policies aimed at improving the country’s trade competitiveness should first focus on internal supply-side policies that give a conducive environment for the production of exportables and import-substitutes. Focusing on the external approach (that is, currency devaluation) may not bring effective results as Malawi is mostly a price-taker on the international market, and would thus not be able to influence external demand for her exports through price incentives that arise from exchange rate changes. This paper aims at making a point that reducing gender disparities would promote agricultural productivity in the country. The study was carried out through a survey of 140 small-scale plantain farming households in Remo Division of Ogun State, Nigeria. This comprised of 62 female-farmers and 78 male-farmers heading households. The female-headed households suffered less access to credit facilities and farm land; however, they experienced averagely higher productivity and farm revenue. Some of the productivity indices were discovered to be statistically significantly different when comparisons are carried out between the female farmers heading households and their male counterparts. These are achieved through the use of descriptive statistics, t-test, Chow test and double logarithm regression analysis. Agricultural sector is still the leading sector in Nigeria’s ailing economy as it provides direct employment to about 75% of the population. This paper examines gender involvement in agricultural production as a means towards increased food sufficiency and consequently curbing food crisis. It critically identified the specific gender involvement in agriculture and gender inequality is noticed in the sector and this constitutes a bottleneck to development, calling for a review of government policies on agriculture to all the elements that place women farmers at a disadvantage. The study made use of secondary data which was analyzed by simple descriptive statistics. The result revealed that involvement of both sexes in various field activities may be sex specific, but they are complimentary and reciprocal. The study further revealed that the involvement of women was on the increase (from 32 to 36%), while that of men declined relatively (from 68 to 64%). It was suggested that to curb food crisis and increase the participation of gender in agriculture, there is the need for advocacy for equitable integration of both men and women in agriculture. Imazapyr-Resistant Maize (IRM) is a weed control technology, not yet well adopted in the Striga prone area in Western Kenya. The adoption may expand in the future because it enhances maize production via efficiency gains. As to help farmers maximize the maize output affected by Striga for so long in time, research and development initiatives with substantial participation of the private sector to shift to this novel technology have been made in Western Kenya. A multistage random sampling technique was used to select a total of 600 households from Nyanza and Western provinces for this study. Stochastic production frontier analysis was the analytical method and the study revealed that the mean technical efficiency in the maize production sector is 70% indicating some inefficiencies of maize production. Technical inefficiency effects were influenced by household size along with farm size. Enhancing the technical efficiency will increase net returns of maize production enterprises, hence, improving livelihoods of maize producers. determine the efficiency with which farmers use available were included in the inefficiency model. Farm size and household size were included to account for possible inverse relationships on between and technical efficiency and between household and technical It was hypothesized in this study that the effect of farm and household could be non-linear, and hence, both farm and household and their variables-squared respectively were included. In view of the considerable involvement of the sample farmers in terms of gender, a gender dummy variable was included to test its effect on maize production.",https://doi.org/10.21608/sjas.2019.79262,
7,"E. Chimoita, C. M. Onyango, J. Kimenju, J. Gweyi-Onyango","Agricultural extension approaches influencing uptake of improved sorghum technologies in Embu County, Kenya",2017,Universal Journal of Agricultural Research,,https://www.semanticscholar.org/paper/c517985da5548f3ebdcf133451cf3e0585763c32,,984,2025-03-31 22:55:57,JournalArticle,10.13189/UJAR.2017.050106,,,5.0,,39.0,45.0,7,0.88,2,4,8,"Agricultural extension and technology transfer services play a vital role in disseminating research knowledge, skills and income generating strategies among the farming communities in Kenya. However, there exists a kind of disconnect between the amount of information and technologies developed in research centres and what is implemented by the farmers. The study evaluated the access and use of extension approaches in promoting uptake of improved sorghum technologies. The study systematically selected 129 farmers from four villages. Data on farmers' gender, age, household leadership, occupation and agricultural extension approaches were collected. The study revealed that 83% of the respondents were female out of which, 67% were engaged in improved sorghum production technologies. Besides, 56% young women (20 to 49 years) had embraced the growing of improved sorghum varieties Gadam and Sila 1. Further, mobile phones and radio services were the main means of access to the improved sorghum technologies. In addition, there was a strong positive correlation (r=0.122, P=0.01) between extension approaches and uptake of the sorghum technologies. Besides government agricultural extension agents, visits to progressive farmers and/or research sites and use of demonstration plots contributed to 68% and influenced uptake of improved sorghum technologies. It was concluded that gender, family position and age of the farmer contribute to the uptake of improved sorghum technologies. Moreover, mobile phones and radio technologies play an important role in access of sorghum technologies.",http://www.hrpub.org/download/20161130/UJAR6-10408176.pdf,
24,"G. Porter, K. Phillips-Howard",Agricultural issues in the former homelands of South Africa: the Transkei,1997,Review of African Political Economy,,https://www.semanticscholar.org/paper/5c068c2568206fd0a5dd83b5c791320e31df4882,,408,2025-03-31 22:55:57,Review,10.1080/03056249708704252,,,24.0,,185.0,202.0,24,0.86,12,2,28,"This article examines the prospects for agricultural development and rural transformation in Transkei, one of the largest of the former homelands of South Africa. In view of Transkei's size, its substantial population and largely rural character, an understanding of its current problems and potential are extremely important in any assessment of agricultural prospects in the former homelands. The discussion draws on published research and on the authors’ own fieldwork after the April 1994 elections. Some of the most intractable problems facing the Government of National Unity currently lie in the former homelands, which were starved of investment under apartheid. The article reviews patterns of peasant production and commercial agriculture (including contract farming) in Transkei and attempts to set current issues concerning land, labour (including the role of women and children), inputs and infrastructural provision within a national and international context. The article begins by briefly setting the national context, before moving on to examine the specific conditions of agricultural activity in Transkei.",https://www.scienceopen.com/document_file/84df2a38-8fcb-44f7-a238-b19c5a4ff71a/ScienceOpen/03056249708704252.pdf,
8,"C. Ingabire, P. Mshenga, Michèle Amacker, J. Langat, Christine Bigler, E. Birachi",Agricultural transformation in Rwanda: Can Gendered Market Participation Explain the Persistence of Subsistence Farming?,2018,Gender and Women's Studies,,https://www.semanticscholar.org/paper/d7bcb51ed0e30561a32393c9bcfdd368e41c4a19,,905,2025-03-31 22:55:57,Review,10.31532/gendwomensstud.2.1.004,,,,,,,8,1.14,1,6,7,"Despite the efforts to agricultural transformation in Rwanda, farming systems are predominantly still in subsistence production. Women are more involved than men, and their number has even increased in the past decade. The reasons for this remain unclear, given the country’s efforts for gender mainstreaming towards market-oriented agriculture. Guided by the current debate on feminization of agriculture, we base this study on the thesis that higher market participation among women farmers could contribute to the so-called transformation. The study uses the case of the Northern Province of Rwanda. It involved 368 smallholder dual-headed households among which 208 and 160 were respectively producing beans and potato. It used a mixed method approach by sequential exploratory design, involving a quantitative survey households followed by Focus Group Discussions (FGDs). Both Household Commercialization Index (HCI) and Thematic Analyses were used. Findings showed a high degree of commercialization for potato, with 75% of farmers participating in output markets, and 72% among them being market oriented. In contrast, only 26% of bean farmers sold their production. The commercialization of potato is in the hands of men, while beans are mainly sold by women. This was also confirmed with the findings from FGDs. Three issues were identified as hindrances to agricultural transformation and likely to keep households in subsistence production: the low participation of women in input and output markets; their limited control over agricultural income; and their increased workload that combines on-farm and reproductive works. Therefore, despite the efforts at policy level, there are still gender inequalities within dual-headed farming households, and the agricultural transformation risks increasing the gap through all or some of the three identified issues. Removing these inequalities could increase households’ market participation and contribute in the process of agricultural transformation.",http://riverapublications.com/assets/files/pdf_files/agricultural-transformation-in-rwanda-can-gendered-market-participation-explain-the-persistence-of-subsistence-farming.pdf,
