Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"S. Süheri, Peter Addo Amarkai, D. Yavuz",A Comparative Study of Crop Evapotranspiration Estimation by Three methods with Measured Crop Evapotranspiration in Konya Plain,2019,Selcuk Journal of Agricultural and Food Sciences,,https://www.semanticscholar.org/paper/0d1ca297abd9083aa42ec273376c93712ad3f4d5,,606,2025-04-01 19:10:52,JournalArticle,10.15316/SJAFS.2019.148,2458-8377,,,,,,2,0.33,1,3,6,"Evapotranspiration values are one of the basic data used in the planning, projecting, constructing and operating irrigation facilities.. The irrigation water needs of several plants are calculated by using various empirical equations based on meteorological data and the system is designed according to the month in which the highest irrigation water is needed. The aim of this study is to compare ETc of several crop calculated with different ETc estimation methods as FAO56-Penman-Monteith, Hergeaves - Samani and Radiation Equation with determined ETc values obtained from previously conducted research in Konya. In the study, five comonly cultivated crops in Konya Provience  such as maize, sugarbeet, sunflower, potato and wheat  were considered. In most of the cases, it was found that radiation equation produced higher ETc values than the measured ETc values in the researches conducted at the region. As a result of this study, Penman-Monteith was close to most of the values obtained from other studies and therefore remains a highly recommendable method for estimating ETc for considered plants in Konya",http://sjafs.selcuk.edu.tr/sjafs/article/download/1070/870,
4,"Chen Wei, J. Adamowski, Yujia Liu, Yongkai Zhang, Chun-fang Liu, Jun-ju Zhou, Xueyan Wang, Xiaofan Zhang, Jianjun Cao",A Comparative Study of Rotation Patterns on Soil Organic Carbon in China’s Arid and Semi-Arid Regions,2020,Agronomy,,https://www.semanticscholar.org/paper/553ac7383ae444616277f70cf1e9da153dd6aed8,,456,2025-04-01 19:10:52,JournalArticle,10.3390/agronomy10020160,2073-4395,,,,,,4,0.8,0,9,5,"The practice of crop rotation can significantly impact carbon sequestration potential. In exploring whether crop rotation has the potential to improve soil carbon sequestration in China’s Loess Plateau, soil organic carbon (SOC), soil water content (SWC), soil bulk density (SBD), and soil pH were compared across the 0–1.0 m soil profile, under four crop rotation patterns: lentil–wheat–maize, wheat–potato–lentil, wheat–maize–potato, and wheat–flax–pea. The lentil–wheat–maize and wheat–maize–potato rotations have been practiced over the past 20 years, while the wheat–potato–lentil and wheat–flax–pea rotations were established in 1978 (~40 year rotations). The results showed that under the 20-year lentil–wheat–maize rotation, SOC was not significantly different to that of the wheat–maize–potato rotation, at 6.81 g kg−1 and 6.91 g kg−1, respectively. However, under the lentil–wheat–maize rotation, SWC (9.81%) and SBD (1.19 Mg m−3) were significantly higher, but soil pH (8.42) was significantly lower than the same metrics under wheat–maize–potato rotation (8.43% and 1.16 Mg m−3, and 8.50, respectively). For the 40-year rotations, SWC (9.19%) and soil pH (8.41) under the wheat–potato–lentil were not significantly different to that of the wheat–flax–pea (8.87%, and 8.40, respectively). SOC (6.06 g kg−1) was significantly lower, but SBD (1.18 Mg m−3) was significantly higher under the wheat–potato–lentil than the wheat–flax–pea (7.29 g kg−1, and 1.15 Mg m−3, respectively) rotations. Soil carbon sequestration for the lentil–wheat–maize and wheat–potato–lentil rotations was co-influenced by SWC, SBD, and soil pH, while for wheat–maize–potato and wheat–flax–pea rotations, it was co-influenced by SWC and soil pH. The economic value of the four studied crops is, in order: potato > maize > wheat > flax. The results of the present study suggest that the lentil–wheat–maize and maize–flax–pea rotations are the most suitable patterns to optimize simultaneous economic and ecological development of the study area.",https://www.mdpi.com/2073-4395/10/2/160/pdf?version=1580631342,
0,"T. Yossif, Mohamed A. A. Abd Al Kareem, Mahmoud A. Kamh, Ashraf, M. Mostafa","A Comparative Study of Some Land Evaluation Systems for Irrigated Agriculture in El Moghra Area, Egypt",2021,Middle East Journal of Agriculture Research,,https://www.semanticscholar.org/paper/5763e5e01246d1b285dddc9a1de8f0e3c50c6a48,,985,2025-04-01 19:10:52,Review,10.36632/mejar/2021.10.4.92,2077-4605,,,,,,0,0.0,0,5,4,"This study was carried out in El Moghra area, North of the Western Desert, Egypt where the area falls in arid climate. The study aims to classify the soils, mapping the land capability and suitability according to different local and international systems and compare those systems for agriculture to set the optimum land utilization planning. Visual interpretations of Landsat-8 OLI image with information obtained from ground truth data and soil survey have been used to map the soils under investigation in terms of American taxonomy system. Five land evaluation systems were applied; USDA Land Capability Classification (USDA-NRCS, 2005), Land capability classification for irrigated agriculture (Sys and Verhey, 1978), Micro LEIS (De la Rosa et al., 2004), Applied System for Land Evaluation (Ismail et al., 2001) and Land suitability classification for certain crops (Sys et al., 1991a, b and 1993). Results reveal that El Moghra soils could be distinguished into four sub great soil groups, namely; Typic Torripsamments (63.1%), Typic Torriorthents (9.8%), Typic Haplosalids (22.7%) and Calcic Haplosalids (4.4%). With regard to the land capability, the study indicated that El Moghra soils are mostly belonging to class III (86.6%) and the rest of the area follows class II (13.4%) according to the USDA LCC, whilst the soils are shared by the marginal (S3) and currently not suitable lands (N1) according to Sys and Verhey (1978). By applying the Micro LEIS, it was found that about 68.7% of the total area belongs to moderate class, while 31.3% of the area is a part of marginal class. Also, the study indicated that the area is almost not suitable (C6) for agriculture according to ASLE system. With respect to the soil suitability for certain crops, 30 crops were tested and the results showed that there are three levels according to priority of utilization: first priority for crops (Panicum, Jojobe, Jatropha Olive, Fig, Date Palm, Cotton, Sun Flower, Barley, Wheat and Sugar Beet), second priority for crops (Sorghum, Grape, Water Melon, Sugar Cane, Cabbage, Alfalfa, and Potato, Tomato and Maize) and a third priority for crops (Pepper, Rice, Pea, Peanut, Soya Bean, Faba Bean, Onion, Apple, Banana and Citrus). According to ASLE and Micro LEIS, the coarse texture, high calcium carbonate content and alkalinity are the main constrains affecting soil suitability for agriculture. Panicum, Jojobe and Jatropha are introduced to be grown in the studied area as these plants can grow in marginal soils and proved to sustain in desert land.",https://doi.org/10.36632/mejar/2021.10.4.92,
4,"L. Amgain, Sudeep Marasini, Buddha Bk",A glimpse on post-graduate thesis researches of Agronomy Department of IAAS and prioritized future research directions,2018,Journal of Agriculture and Natural Resources,,https://www.semanticscholar.org/paper/a8e9283c1711b49c8e7bcd1660aa09c9da47f816,,433,2025-04-01 19:10:52,Review,10.3126/janr.v1i1.22225,2661-6270,,,,,,4,0.57,1,3,7,"To appraise the major research outputs of agronomic crops and cropping systems and to direct the future research priorities of Agronomy Department of post-graduate (PG) program of Institute of Agriculture and Animal Sciences (IAAS), a rigorous review was accomplished on about two decadal (2000-2018) student’s thesis research works. The review revealed that the agronomic researches at IAAS from 2000 to 2012 were concentrated mostly in on-station farm of Rampur, Chitwan and found their focus on 11 food grain crops with five major themes viz. varietal evaluation, crop management, soil nutrient and weeds management, and crop simulation modeling. With the shifting of IAAS PG program from Rampur to Kirtipur in 2013, the major agronomic researches were found to be concentrated in on-farm stations due to transitional movement of IAAS to Agriculture and Forestry University, Nepal. A total of 115 agronomic studies were conducted on various crops, of which 92 were on cereals, 8 on legumes, oilseed and minor cereals including potato. There were records of 10 studies on rice-wheat and 3 studies on maize-based systems. The huge gaps between the potential and farmers' field yield and between the potential and research station yields for rice, maize and wheat crops suggested a great scope to raise yields of cereals by improved agronomical researches on varieties evaluation, crop and nutrient management and weed management. Simulation modeling study predicted that the varieties of rice and maize adopted at present could sustain the yields only for recent few years and needed for introduction of new climate resilient varieties, then after. Innovative and new researches on eco-region suited on-farm trails with variety identification, improved crop husbandry and soil nutrient management, improved weed and water management and on agro-meteorology, conservation agriculture, climate change adaptation and crop simulation modeling are advised as future research frontiers to uplift the productivity and reduce yield gaps of major food crops and to strengthen the academics of post-graduate research in near future.",https://www.nepjol.info/index.php/janr/article/download/22225/18952,
1,"Y. Aysan, Raziye Cetinkaya Yildiz",A new bacterial disease of maize (Zea mays) in the Eastern Mediterranean Region: bacterial stalk rot disease caused by Dickeya zeae,2022,Mustafa Kemal Üniversitesi Tarım Bilimleri Dergisi,,https://www.semanticscholar.org/paper/fadb961aa3533aa8d7b2f7c67fd3327db0481a65,,614,2025-04-01 19:10:52,JournalArticle,10.37908/mkutbd.1119953,2667-7733,,,,,,1,0.33,1,2,3,"Aims: It is aimed to identify the bacterial pathogen that causes water soaking, browning, softening, rotting, unpleasant odour and collapses on stalks of maize plants growing in Adana and Osmaniye provinces in 2021 and 2022.Methods and Results: Plants showing bacterial stalk rot disease symptoms were collected from maize fields in Adana and Osmaniye provinces and 29 bacterial strains were obtained in the study. Totally 22 of the obtained strains caused soft rot on potato slices in pectolytic activity tests and showed positive results in pathogenicity tests on maize seedlings. Morphological, physiological and biochemical tests, MALDI-TOF and PCR tests were used to identify the strains and the strains were compatible with Dickeya zeae. The strains showed a high match with the CFBP-2052 coded Dickeya zeae isolate found in the MALDI TOF library with 2.264; 2.332; 2.339; 2.364 and 2.365 score values. In the PCR test using the ADE1/ADE2 primer pair, all of our strains were identified as Dickeya zeae by forming bands of 420 bp.Conclusions: In the study, the stalk rot disease caused by Dickeya zeae was observed for the first time in maize fields in Adana and Osmaniye provinces. Therefore, it is necessary to take precautions with cultural measures against the disease, which has no chemical control. So, the use of healthy and certified seeds, drip irrigation instead of wild or sprinkler irrigation, removal of all diseased plant residues from the fields, and increasing the microbial activity of the soil by beneficial microorganisms are important strategies in the management of the disease.Significance and Impact of the Study: Dickeya zeae causal agent of bacterial stalk rot disease of maize has been isolated and identified from diseased plants such as symptoms of water-soak appearance, browning, softening, rotting, unpleasant odour and collapse of the stalks in Adana and Osmaniye provinces.",https://dergipark.org.tr/tr/download/article-file/2441701,
19,"Yin Zhao, Xiaomin Mao, Sien Li, Xi Huang, Jiangang Che, Changjian Ma","A Review of Plastic Film Mulching on Water, Heat, Nitrogen Balance, and Crop Growth in Farmland in China",2023,Agronomy,,https://www.semanticscholar.org/paper/9b3b162b7a0523d8dde336a6064088cda9a3646b,,174,2025-04-01 19:10:52,JournalArticle,10.3390/agronomy13102515,2073-4395,,,,,,19,9.5,3,6,2,"Plastic film mulching has been widely used to improve crop yield and water use efficiency, although the effects of plastic film mulching on water, heat, nitrogen dynamics, and crop growth are rarely presented comprehensively. This study investigated a large number of studies in film mulching fields from the past 10 years (mostly from 2019 to 2023) and summarized the impact of plastic film mulching, progress in modeling with film mulching, and future research directions. The effects of plastic film mulching were intricate and were influenced by film mulching methods, irrigation systems, crop types, crop growth stages, etc. Overall, plastic film mulching showed a positive effect on improving soil water, temperature, and nitrogen status, enhancing crop transpiration and photosynthetic rates, and promoting crop growth and yield, although film mulching may have negative effects, such as increasing rainfall interception, blocking water entering the soil, and reducing net radiation income. The crop yield and water use efficiency could increase by 39.9–84.7% and 45.3–106.4% under various film mulching methods. Coupled models of soil water and heat transport and crop growth under plastic film mulching conditions have been established by considering the effects of plastic film mulching on the upper boundary conditions of soil water and heat, energy budget and distribution processes, and the exchange of latent and sensible heat between soil and atmosphere. The models have good applicability in film mulched farmland of maize, rice, and potato for different regions of China. Further development is needed for soil water, heat, nitrogen migration, and crop growth models under different plastic film mulching methods, and the acquisition of soil and crop indicators under plastic film mulching conditions based on big data support. The study will provide reference for the subsequent development and innovation of plastic film mulching technology.",https://www.mdpi.com/2073-4395/13/10/2515/pdf?version=1695975287,
2,"E. Suryadi, D. R. Kendarto, Bambang Aris Sistanto, D. Ruswandi",A Study of Crop Water Needs and Land Suitability in the Monoculture System and Plant Intercropping in Arjasari,2018,"International Journal on Advanced Science, Engineering and Information Technology",,https://www.semanticscholar.org/paper/93f368bb0013d4da5e4ac48d2548ecbf0b84410f,,559,2025-04-01 19:10:52,JournalArticle,10.18517/IJASEIT.8.2.4943,,,8.0,,554.0,560.0,2,0.29,1,4,7,"Arjasari is an area with dry land characteristics developed for the cultivation of palawija crops. The main problem with dry land is the limited availability of water. Hence, it is necessary to know how much water needs of the crops and the suitability of the crops of palawija crops developed in this region in order to make efficient use of water. The research method used is descriptive analysis method for assessing the availability of climate data to calculate the crop water requirement. The estimation of water needs of this plant uses Blaney Criddle methods with air temperature data measured directly in the field, while the determination of land suitability uses the method of arithmetic matching of land characteristics, to the land suitability class for the requirements of growing corn crops. The analysis showed that the amount of corn water requirement was 418.9 mm / season, soybean was equal to 349.6 mm / season, and sweet potato of 350.55 mm per season. The results of the land location analysis are very suitable for corn crops. The results of land suitability classification analysis for corn plant. The results of planting trials use a water demand scheme with land suitability in a predetermined monoculture system resulted in an average productivity of maize crops in the intercropping system of 3.84 tons.ha-1 and sweet potatoes of 2.1 tons.ha-1. In addition, the average yield of corn productivity in the soybean-corn intercropping system is 4.16 ton / ha and soybean is equal to 0.248 tons.ha-1. Provision of water according to the needs of plants is able to produce high productivity of crops with the more efficient use of water.",https://doi.org/10.18517/ijaseit.8.2.4943,
2,"Xiaozhen Zhao, Lu Gao, Qurban Ali, Chenjie Yu, Bingqin Yuan, Hai Huang, Juying Long, Q. Gu, Huijun Wu, Xuewen Gao",A type VI secretion system effector TseG of Pantoea ananatis is involved in virulence and antibacterial activity,2024,Molecular Plant Pathology,,https://www.semanticscholar.org/paper/9b3b546b67a865191d80a11805a430363dfa2fc7,,557,2025-04-01 19:10:52,JournalArticle,10.1111/mpp.13442,1364-3703,,25.0,,,,2,2.0,0,10,1,"Abstract The type VI secretion system (T6SS) of many gram‐negative bacteria injects toxic effectors into adjacent cells to manipulate host cells during pathogenesis or to kill competing bacteria. However, the identification and function of the T6SS effectors remains only partly known. Pantoea ananatis, a gram‐negative bacterium, is commonly found in various plants and natural environments, including water and soil. In the current study, genomic analysis of P. ananatis DZ‐12 causing brown stalk rot on maize demonstrated that it carries three T6SS gene clusters, namely, T6SS‐1, T6SS‐2, and T6SS‐3. Interestingly, only T6SS‐1 secretion systems are involved in pathogenicity and bacterial competition. The study also investigated the T6SS‐1 system in detail and identified an unknown T6SS‐1‐secreted effector TseG by using the upstream T6SS effector chaperone TecG containing a conserved domain of DUF2169. TseG can directly interact with the chaperone TecG for delivery and with a downstream immunity protein TsiG for protection from its toxicity. TseG, highly conserved in the Pantoea genus, is involved in virulence in maize, potato, and onion. Additionally, P. ananatis uses TseG to target Escherichia coli, gaining a competitive advantage. This study provides the first report on the T6SS‐1‐secreted effector from P. ananatis, thereby enriching our understanding of the various types and functions of type VI effector proteins.",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mpp.13442,
9,"V. Toua, F. Césaire","Acute toxicity of monocalm 400sl ( monocrotophos ) and profenalm 720ec ( profenofos ) on Oreochromis niloticus (Linnaeus, 1758)",2014,Journal of Applied Biosciences,,https://www.semanticscholar.org/paper/d4f8e5fafa7b3b25ea905ea737956ba0feb7a0b0,,279,2025-04-01 19:10:52,JournalArticle,10.4314/JAB.V78I1.16,,,78.0,,6763.0,6770.0,9,0.82,5,2,11,"Objective: This study aimed at assessing acute toxicity of Monocalm 400SL (monocrotophos) and Profenalm 720EC (profenofos) , two organophosphorous pesticides widely used in the Far North region of Cameroon, to fight against insects and mites parasitizing cotton, rice, maize, sorghum, beans and potatoes. Methodology and results: A 48 h static acute toxicity test was carried out, to determine the LC50 of commercial formulations of monocrotophos (Monocalm 400SL) and profenofos (Profenalm 720EC) on the freshwater Oreochromis niloticus and its behaviours, during the exposition. The fishes were exposed to increasing concentrations of the two pesticides, in a non-renewed medium. The numbers of dead fishes were recorded, after 48 h and the behaviours observed, during the exposition. The 48h-LC 50 values, estimated by probit analysis, were of 20.42 and 0.046 mgL -1 , for monocrotophos and profenofos, respectively. Lowest Observed Effect Concentration (LOEC) means were of 10 and 0.02 mgL -1 , for monocrotophos and profenofos, respectively. Elsewhere, fish behaviours such as slow opercular movements, loss of balance, increased surfacing activities, loss of pigmentation; increased aggression and erratic swimming were observed, during exposition to the pesticides. Conclusion and application of results: Monocrotophos was found to be slightly toxic and profenophos highly toxic to Oreochromis niloticus. Water contamination with these products can represent a great threat for fish and aquatic invertebrates. So it is recommended to apply these pesticides with caution.",https://www.ajol.info/index.php/jab/article/download/105858/95864,
3,"Fien Vanongeval, Anne Gobin","Adverse Weather Impacts on Winter Wheat, Maize and Potato Yield Gaps in northern Belgium",2023,Agronomy,,https://www.semanticscholar.org/paper/dff6a4dfa2dd00129ce351f1648b24a213ded65f,,480,2025-04-01 19:10:52,JournalArticle,10.3390/agronomy13041104,2073-4395,,,,,,3,1.5,2,2,2,"Adverse weather conditions greatly reduce crop yields, leading to economic losses and lower food availability. The characterization of adverse weather and the quantification of their potential impact on arable farming is necessary to advise farmers on feasible and effective adaptation strategies and to support decision making in the agriculture sector. This research aims to analyze the impact of adverse weather on the yield of winter wheat, grain maize and late potato using a yield gap approach. A time-series analysis was performed to identify the relationship between (agro-)meteorological indicators and crop yields and yield gaps in Flanders (northern Belgium) based on 10 years of field trial and weather data. Indicators were calculated for different crop growth stages and multiple soils. Indicators related to high temperature, water deficit and water excess were analyzed, as the occurrence frequency and intensity of these weather events will most likely increase by 2030–2050. The concept of “yield gap” was used to analyze the effects of adverse weather in relation to other yield-reducing factors such as suboptimal management practices. Winter wheat preferred higher temperatures during grain filling and was negatively affected by wet conditions throughout the growing season. Maize was especially vulnerable to drought throughout the growing season. Potato was more affected by heat and drought stress during tuber bulking and by waterlogging during the early growth stages. The impact of adverse weather on crop yield was influenced by soil type, and optimal management practices mitigated the impact of adverse weather.",https://www.mdpi.com/2073-4395/13/4/1104/pdf?version=1681365251,
