Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3890,"R. Townsend, E. Sadoulet, A. Janvry, D. Byerlee, Irina I. Klytchnikova",World development report 2008 : agriculture for development,2008,,,https://www.semanticscholar.org/paper/e8d461b1c1788a4a08c8e2b13b006e4fe2e15bfc,,4,2025-03-26 16:42:03,,10.5860/choice.45-4765,,,,,1.0,390.0,3890,228.82,778,5,17,"Agriculture is a vital development tool for achieving the Millennium Development Goal that calls for halving by 2015 the share of people suffering from extreme poverty and hunger. That is the overall message of this year's World Development Report (WDR), the 30th in the series. Three out of every four poor people in developing countries live in rural areas, and most of them depend directly or indirectly on agriculture for their livelihoods. This report provides guidance to governments and the international community on designing and implementing agriculture for development agendas that can make a difference in the lives of hundreds of millions of rural poor. The report highlights two major regional challenges. In much of Sub-Saharan Africa, agriculture is a strong option for spurring growth, overcoming poverty, and enhancing food security. Agricultural productivity growth is vital for stimulating growth in other parts of the economy. But accelerated growth requires a sharp productivity increase in smallholder farming combined with more effective support to the millions coping as subsistence farmers, many of them in remote areas. Recent improved performance holds promise, and this report identifies many emerging successes that can be scaled up. In Asia, overcoming widespread poverty requires confronting widening rural-urban income disparities. Asia's fast-growing economies remain home to over 600 million rural people living in extreme poverty, and despite massive rural-urban migration, rural poverty will remain dominant for several more decades. For this reason, the WDR focuses on ways to generate rural jobs by diversifying into labor intensive, high value agriculture linked to a dynamic rural, non-farm sector. In all regions, with rising land and water scarcity and the added pressures of a globalizing world, the future of agriculture is intrinsically tied to better stewardship of natural resources. With the right incentives and investments, agriculture's environmental footprint can be lightened and environmental services harnessed to protect watersheds and biodiversity.",https://openknowledge.worldbank.org/bitstreams/8d8ad2dd-5c98-5042-8aad-744fdd7b034f/download,
1491,"W. Schlenker, D. Lobell",Robust negative impacts of climate change on African agriculture,2010,Environmental Research Letters,,https://www.semanticscholar.org/paper/5d04824b82b9aebdb9536b5f89661bacbdafed9c,,16,2025-03-26 16:42:03,JournalArticle,10.1088/1748-9326/5/1/014010,1748-9326,,5.0,,14010.0,,1491,99.4,746,2,15,"There is widespread interest in the impacts of climate change on agriculture in Sub-Saharan Africa (SSA), and on the most effective investments to assist adaptation to these changes, yet the scientific basis for estimating production risks and prioritizing investments has been quite limited. Here we show that by combining historical crop production and weather data into a panel analysis, a robust model of yield response to climate change emerges for several key African crops. By mid-century, the mean estimates of aggregate production changes in SSA under our preferred model specification are − 22, − 17, − 17, − 18, and − 8% for maize, sorghum, millet, groundnut, and cassava, respectively. In all cases except cassava, there is a 95% probability that damages exceed 7%, and a 5% probability that they exceed 27%. Moreover, countries with the highest average yields have the largest projected yield losses, suggesting that well-fertilized modern seed varieties are more susceptible to heat related losses.",https://iopscience.iop.org/article/10.1088/1748-9326/5/1/014010/pdf,
1196,"P. Hotez, A. Kamath","Neglected Tropical Diseases in Sub-Saharan Africa: Review of Their Prevalence, Distribution, and Disease Burden",2009,PLoS Neglected Tropical Diseases,,https://www.semanticscholar.org/paper/b8a3e1b001bd9cf9f638b9df58f5d4bb2a1360f5,,27,2025-03-26 16:42:03,JournalArticle,10.1371/journal.pntd.0000412,1935-2727,,3.0,,,,1196,74.75,598,2,16,"The neglected tropical diseases (NTDs) are the most common conditions affecting the poorest 500 million people living in sub-Saharan Africa (SSA), and together produce a burden of disease that may be equivalent to up to one-half of SSA's malaria disease burden and more than double that caused by tuberculosis. Approximately 85% of the NTD disease burden results from helminth infections. Hookworm infection occurs in almost half of SSA's poorest people, including 40–50 million school-aged children and 7 million pregnant women in whom it is a leading cause of anemia. Schistosomiasis is the second most prevalent NTD after hookworm (192 million cases), accounting for 93% of the world's number of cases and possibly associated with increased horizontal transmission of HIV/AIDS. Lymphatic filariasis (46–51 million cases) and onchocerciasis (37 million cases) are also widespread in SSA, each disease representing a significant cause of disability and reduction in the region's agricultural productivity. There is a dearth of information on Africa's non-helminth NTDs. The protozoan infections, human African trypanosomiasis and visceral leishmaniasis, affect almost 100,000 people, primarily in areas of conflict in SSA where they cause high mortality, and where trachoma is the most prevalent bacterial NTD (30 million cases). However, there are little or no data on some very important protozoan infections, e.g., amebiasis and toxoplasmosis; bacterial infections, e.g., typhoid fever and non-typhoidal salmonellosis, the tick-borne bacterial zoonoses, and non-tuberculosis mycobaterial infections; and arboviral infections. Thus, the overall burden of Africa's NTDs may be severely underestimated. A full assessment is an important step for disease control priorities, particularly in Nigeria and the Democratic Republic of Congo, where the greatest number of NTDs may occur.",https://journals.plos.org/plosntds/article/file?id=10.1371/journal.pntd.0000412&type=printable,
1175,"Noriko Hosonuma, M. Herold, Veronique de Sy, Ruth S De Fries, M. Brockhaus, L. Verchot, A. Angelsen, E. Romijn",An assessment of deforestation and forest degradation drivers in developing countries,2012,Environmental Research Letters,,https://www.semanticscholar.org/paper/3e9017673f19de21b66df191fbeb142234797568,,30,2025-03-26 16:42:03,Review,10.1088/1748-9326/7/4/044009,,,7.0,,,,1175,90.38,147,8,13,"Countries are encouraged to identify drivers of deforestation and forest degradation in the development of national strategies and action plans for REDD+. In this letter we provide an assessment of proximate drivers of deforestation and forest degradation by synthesizing empirical data reported by countries as part of their REDD+ readiness activities, CIFOR country profiles, UNFCCC national communications and scientific literature. Based on deforestation rate and remaining forest cover 100 (sub)tropical non-Annex I countries were grouped into four forest transition phases. Driver data of 46 countries were summarized for each phase and by continent, and were used as a proxy to estimate drivers for the countries with missing data. The deforestation drivers are similar in Africa and Asia, while degradation drivers are more similar in Latin America and Asia. Commercial agriculture is the most important driver of deforestation, followed by subsistence agriculture. Timber extraction and logging drives most of the degradation, followed by fuelwood collection and charcoal production, uncontrolled fire and livestock grazing. The results reflect the most up to date and comprehensive overview of current national-level data availability on drivers, which is expected to improve over time within the frame of the UNFCCC REDD+ process.",https://iopscience.iop.org/article/10.1088/1748-9326/7/4/044009/pdf,
1088,"Alejandro Estrada, P. A. Garber, A. Rylands, Christian Roos, Eduardo Fernandez-Duque, A. D. Fiore, K. Nekaris, V. Nijman, E. Heymann, Joanna E. Lambert, Francesco Rovero, Claudia Barelli, Joanna M. Setchell, Thomas R. Gillespie, R. Mittermeier, Luis D. Verde Arregoitia, Miguel de Guinea, Sidney F. Gouveia, Ricardo Dobrovolski, S. Shanee, Noga Shanee, Sarah A. Boyle, Agustin Fuentes, Katherine C. Mackinnon, K. Amato, Andreas L. S. Meyer, Serge A. Wich, Serge A. Wich, Robert W. Sussman, Ruliang Pan, I. Koné, Baoguo Li",Impending extinction crisis of the world’s primates: Why primates matter,2017,Science Advances,,https://www.semanticscholar.org/paper/1cbdd557f0be6b82c84f19ee19693d921ac35878,,34,2025-03-26 16:42:03,Review,10.1126/sciadv.1600946,2375-2548,,3.0,,,,1088,136.0,109,32,8,"Impending extinction of the world’s primates due to human activities; immediate global attention is needed to reverse the trend. Nonhuman primates, our closest biological relatives, play important roles in the livelihoods, cultures, and religions of many societies and offer unique insights into human evolution, biology, behavior, and the threat of emerging diseases. They are an essential component of tropical biodiversity, contributing to forest regeneration and ecosystem health. Current information shows the existence of 504 species in 79 genera distributed in the Neotropics, mainland Africa, Madagascar, and Asia. Alarmingly, ~60% of primate species are now threatened with extinction and ~75% have declining populations. This situation is the result of escalating anthropogenic pressures on primates and their habitats—mainly global and local market demands, leading to extensive habitat loss through the expansion of industrial agriculture, large-scale cattle ranching, logging, oil and gas drilling, mining, dam building, and the construction of new road networks in primate range regions. Other important drivers are increased bushmeat hunting and the illegal trade of primates as pets and primate body parts, along with emerging threats, such as climate change and anthroponotic diseases. Often, these pressures act in synergy, exacerbating primate population declines. Given that primate range regions overlap extensively with a large, and rapidly growing, human population characterized by high levels of poverty, global attention is needed immediately to reverse the looming risk of primate extinctions and to attend to local human needs in sustainable ways. Raising global scientific and public awareness of the plight of the world’s primates and the costs of their loss to ecosystem health and human society is imperative.",https://advances.sciencemag.org/content/advances/3/1/e1600946.full.pdf,
914,"P. Hotez, Miriam R. Alvarado, M. Basáñez, I. Bolliger, R. Bourne, M. Boussinesq, S. Brooker, Ami Shah Brown, G. Buckle, C. Budke, H. Carabin, L. Coffeng, E. Fèvre, Thomas Fürst, Y. Halasa, Rashmi Jasrasaria, N. Johns, J. Keiser, C. King, R. Lozano, M. Murdoch, S. O'Hanlon, S. Pion, R. Pullan, K. Ramaiah, Thomas J Roberts, D. Shepard, Jennifer L Smith, W. Stolk, E. Undurraga, J. Utzinger, Mengru Wang, C. Murray, M. Naghavi",The Global Burden of Disease Study 2010: Interpretation and Implications for the Neglected Tropical Diseases,2014,PLoS Neglected Tropical Diseases,,https://www.semanticscholar.org/paper/f0ff257d306291a7ce0462b82b72f3a660a74798,,49,2025-03-26 16:42:03,JournalArticle,10.1371/journal.pntd.0002865,1935-2727,,8.0,,,,914,83.09,91,34,11,"The publication of the Global Burden of Disease Study 2010 (GBD 2010) and the accompanying collection of Lancet articles in December 2012 provided the most comprehensive attempt to quantify the burden of almost 300 diseases, injuries, and risk factors, including neglected tropical diseases (NTDs) [1]–[3]. The disability-adjusted life year (DALY), the metric used in the GBD 2010, is a tool which may be used to assess and compare the relative impact of a number of diseases locally and globally [4]–[6]. Table 1 lists the major NTDs as defined by the World Health Organization (WHO) [7] and their estimated DALYs [1]. With a few exceptions, most of the NTDs currently listed by the WHO [7] or those on the expanded list from PLOS Neglected Tropical Diseases [8] are disablers rather than killers, so the DALY estimates represent one of the few metrics available that could fully embrace the chronic effects of these infections. Table 1 Estimated DALYs (in millions) of the NTDs from the Global Burden of Disease Study 2010. Disease DALYs from GBD 2010 (numbers in parentheses indicate 95% confidence intervals) [1] NTDs 26.06 (20.30–35.12) Intestinal nematode infections 5.19 (2.98–8.81) Hookworm disease 3.23 (1.70–5.73) Ascariasis 1.32 (0.71–2.35) Trichuriasis 0.64 (0.35–1.06) Leishmaniasis 3.32 (2.18–4.90) Schistosomiasis 3.31 (1.70–6.26) Lymphatic filariasis 2.78 (1.8–4.00) Food-borne trematodiases 1.88 (0.70–4.84) Rabies 1.46 ((0.85–2.66) Dengue 0.83 (0.34–1.41) African trypanosomiasis 0.56 (0.08–1.77) Chagas disease 0.55 (0.27–1.05) Cysticercosis 0.50 (0.38–0.66) Onchocerciasis 0.49 (0.36–0.66) Trachoma 0.33 (0.24–0.44) Echinococcosis 0.14 (0.07–0.29) Yellow fever <0.001 Other NTDs * 4.72 (3.53–6.35) Open in a separate window * Relapsing fevers, typhus fever, spotted fever, Q fever, other rickettsioses, other mosquito-borne viral fevers, unspecified arthropod-borne viral fever, arenaviral haemorrhagic fever, toxoplasmosis, unspecified protozoal disease, taeniasis, diphyllobothriasis and sparganosis, other cestode infections, dracunculiasis, trichinellosis, strongyloidiasis, enterobiasis, and other helminthiases. Even DALYs, however, do not tell the complete story of the harmful effects from NTDs. Some of the specific and potential shortcomings of GBD 2010 have been highlighted elsewhere [9]. Furthermore, DALYs measure only direct health loss and, for example, do not consider the economic impact of the NTDs that results from detrimental effects on school attendance and child development, agriculture (especially from zoonotic NTDs), and overall economic productivity [10], [11]. Nor do DALYs account for direct costs of treatment, surveillance, and prevention measures. Yet, economic impact has emerged as an essential feature of the NTDs, which may trap people in a cycle of poverty and disease [10]–[12]. Additional aspects not considered by the DALY metrics are the important elements of social stigma for many of the NTDs and the spillover effects to family and community members [13], [14], loss of tourism [15], and health system overload (e.g., during dengue outbreaks). Ultimately NTD control and elimination efforts could produce social and economic benefits not necessarily reflected in the DALY metrics, especially among the most affected poor communities [11].",https://journals.plos.org/plosntds/article/file?id=10.1371/journal.pntd.0002865&type=printable,
914,"K. Wessells, K. Brown",Estimating the Global Prevalence of Zinc Deficiency: Results Based on Zinc Availability in National Food Supplies and the Prevalence of Stunting,2012,PLoS ONE,,https://www.semanticscholar.org/paper/3b6bf56c450024b28b6cb657e41b2d7ab690c3a9,,50,2025-03-26 16:42:03,JournalArticle,10.1371/journal.pone.0050568,1932-6203,,7.0,,,,914,70.31,457,2,13,"Background Adequate zinc nutrition is essential for adequate growth, immunocompetence and neurobehavioral development, but limited information on population zinc status hinders the expansion of interventions to control zinc deficiency. The present analyses were conducted to: (1) estimate the country-specific prevalence of inadequate zinc intake; and (2) investigate relationships between country-specific estimated prevalence of dietary zinc inadequacy and dietary patterns and stunting prevalence. Methodology and Principal Findings National food balance sheet data were obtained from the Food and Agriculture Organization of the United Nations. Country-specific estimated prevalence of inadequate zinc intake were calculated based on the estimated absorbable zinc content of the national food supply, International Zinc Nutrition Consultative Group estimated physiological requirements for absorbed zinc, and demographic data obtained from United Nations estimates. Stunting data were obtained from a recent systematic analysis based on World Health Organization growth standards. An estimated 17.3% of the world’s population is at risk of inadequate zinc intake. Country-specific estimated prevalence of inadequate zinc intake was negatively correlated with the total energy and zinc contents of the national food supply and the percent of zinc obtained from animal source foods, and positively correlated with the phytate: zinc molar ratio of the food supply. The estimated prevalence of inadequate zinc intake was correlated with the prevalence of stunting (low height-for-age) in children under five years of age (r = 0.48, P<0.001). Conclusions and Significance These results, which indicate that inadequate dietary zinc intake may be fairly common, particularly in Sub-Saharan Africa and South Asia, allow inter-country comparisons regarding the relative likelihood of zinc deficiency as a public health problem. Data from these analyses should be used to determine the need for direct biochemical and dietary assessments of population zinc status, as part of nationally representative nutritional surveys targeting countries estimated to be at high risk.",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0050568&type=printable,
816,"M. Fafchamps, C. Udry, Katherine Czukas",Drought and Saving in West Africa: Are Livestock a Buffer Stock?,1996,Development Economics,,https://www.semanticscholar.org/paper/f5a94792f2ba72d706db76fb9e7778ec82f5d267,,59,2025-03-26 16:42:03,JournalArticle,10.2139/ssrn.71374,,,,,,,816,28.14,272,3,29,"Households in the west African semi-arid tropics face substantial risk -- an inevitable consequence of engaging in rainfed agriculture in a drought-prone environment. It has long been hypothesized that these households keep livestock as a buffer stock to insulate their consumption from income fluctuations income. This paper tests this hypothesis. Results indicate that livestock transactions play less of a consumption smoothing role than often assumed. Livestock sales compensate for at most thirty percent, and probably closer to twenty percent of income shortfalls due to village-level shocks alone. We discuss possible explanations for these results and suggest directions for future work.",https://doi.org/10.1016/s0304-3878(98)00037-6,
796,"S. Borras, R. Hall, I. Scoones, B. White, Wendy Wolford",Towards a better understanding of global land grabbing: an editorial introduction,2011,The Journal of Peasant Studies,,https://www.semanticscholar.org/paper/6b8e14b6d36edd0929b3372ec0787377623394cf,,62,2025-03-26 16:42:03,JournalArticle,10.1080/03066150.2011.559005,,,38.0,,209.0,216.0,796,56.86,159,5,14,"Over the past several years, the convergence of global crises in food, energy, finance, and the environment has driven a dramatic revaluation of land ownership. Powerful transnational and national economic actors from corporations to national governments and private equity funds have searched for ‘empty’ land often in distant countries that can serve as sites for fuel and food production in the event of future price spikes. This is occurring globally, but there is a clear North–South dynamic that echoes the land grabs that underwrote both colonialism and imperialism. In addition, however, there is an emerging ‘South–South’ dynamic today, with economically powerful non-Northern countries, such as Brazil and Qatar, getting significantly involved. The land— and water and labor—of the Global South are increasingly perceived as sources of alternative energy production (primarily biofuels), food crops, mineral deposits (new and old), and reservoirs of environmental services. National governments have looked inward as well, in what is often internal colonialism whereby land seen officially as marginal or empty is set aside for commodity production. The pace and extent of these land deals has been rapid and widespread (GRAIN 2008). Estimates by the International Food Policy Research Institute (IFPRI) suggest that roughly 20 million hectares exchanged hands in the form of land grabs between 2005 and 2009 (von Braun and Meinzen-Dick 2009). The World Bank report on land grabs (or, as the Bank calls it, agricultural investment), released in September 2010, estimated this global phenomenon at 45 million hectares (World Bank 2010). Sub-Saharan Africa is the site of the most speculative major land deals, including one thwarted deal in Madagascar that brought down the government (Cotula et al. 2009), while major areas are being targeted for commodity crops, fuel crops, investment, and ecosystem services in South America, Central America, Southeast Asia, and the former USSR (Zoomers 2010, Visser and Spoor 2011). There are various mechanisms through which land grabbing occurs, ranging from straightforward private–private purchases and public–private leases for biofuel production to acquisition of large parcels of land for conservation arrangement, with variegated initial outcomes (Hall 2011, Wolford 2010). Some of this land has been cleared of existing inhabitants and users but not yet put into production; in many cases buyers and investors are simply preparing for the next global crisis. The Journal of Peasant Studies Vol. 38, No. 2, March 2011, 209–216",https://figshare.com/articles/journal_contribution/Towards_a_better_understanding_of_global_land_grabbing_an_editorial_introduction/26442379/1/files/48090373.pdf,
714,"T. Hengl, G. Heuvelink, B. Kempen, J. Leenaars, M. Walsh, K. Shepherd, Andrew Sila, R. MacMillan, Jorge Mendes de Jesus, L. Tamene, J. Tondoh",Mapping Soil Properties of Africa at 250 m Resolution: Random Forests Significantly Improve Current Predictions,2015,PLoS ONE,,https://www.semanticscholar.org/paper/8f66e29d0c21d7e04265349df41b51a86cdb4509,,72,2025-03-26 16:42:03,JournalArticle,10.1371/journal.pone.0125814,1932-6203,,10.0,,,,714,71.4,71,11,10,"80% of arable land in Africa has low soil fertility and suffers from physical soil problems. Additionally, significant amounts of nutrients are lost every year due to unsustainable soil management practices. This is partially the result of insufficient use of soil management knowledge. To help bridge the soil information gap in Africa, the Africa Soil Information Service (AfSIS) project was established in 2008. Over the period 2008–2014, the AfSIS project compiled two point data sets: the Africa Soil Profiles (legacy) database and the AfSIS Sentinel Site database. These data sets contain over 28 thousand sampling locations and represent the most comprehensive soil sample data sets of the African continent to date. Utilizing these point data sets in combination with a large number of covariates, we have generated a series of spatial predictions of soil properties relevant to the agricultural management—organic carbon, pH, sand, silt and clay fractions, bulk density, cation-exchange capacity, total nitrogen, exchangeable acidity, Al content and exchangeable bases (Ca, K, Mg, Na). We specifically investigate differences between two predictive approaches: random forests and linear regression. Results of 5-fold cross-validation demonstrate that the random forests algorithm consistently outperforms the linear regression algorithm, with average decreases of 15–75% in Root Mean Squared Error (RMSE) across soil properties and depths. Fitting and running random forests models takes an order of magnitude more time and the modelling success is sensitive to artifacts in the input data, but as long as quality-controlled point data are provided, an increase in soil mapping accuracy can be expected. Results also indicate that globally predicted soil classes (USDA Soil Taxonomy, especially Alfisols and Mollisols) help improve continental scale soil property mapping, and are among the most important predictors. This indicates a promising potential for transferring pedological knowledge from data rich countries to countries with limited soil data.",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0125814&type=printable,
