Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
790,"Elli J. Theobald, Mariah J. Hill, Elisa T. Tran, S. Agrawal, E. Arroyo, S. Behling, N. Chambwe, Dianne Laboy Cintrón, J. D. Cooper, Gideon P. Dunster, Jared A. Grummer, Kelly M Hennessey, J. Hsiao, Nicole N. Iranon, L. Jones, Hannah Jordt, Marlowe Keller, M. E. Lacey, Caitlin E. Littlefield, Alexander Lowe, Shannon Newman, V. Okolo, S. Olroyd, B. Peecook, Sarah B Pickett, David L. Slager, Itzue W. Caviedes-Solis, Kathryn E. Stanchak, Vasudha Sundaravardan, Camila Valdebenito, Claire R. Williams, K. Zinsli, S. Freeman","Active learning narrows achievement gaps for underrepresented students in undergraduate science, technology, engineering, and math",2020,Proceedings of the National Academy of Sciences of the United States of America,,https://www.semanticscholar.org/paper/b3125eee13a9dc68184ec8d2f1b96f0b590f136b,,3,2025-03-26 12:34:02,JournalArticle,10.1073/pnas.1916903117,0027-8424,,117.0,,6476.0,6483.0,790,158.0,79,33,5,"Significance Achievement gaps increase income inequality and decrease workplace diversity by contributing to the attrition of underrepresented students from science, technology, engineering, and mathematics (STEM) majors. We collected data on exam scores and failure rates in a wide array of STEM courses that had been taught by the same instructor via both traditional lecturing and active learning, and analyzed how the change in teaching approach impacted underrepresented minority and low-income students. On average, active learning reduced achievement gaps in exam scores and passing rates. Active learning benefits all students but offers disproportionate benefits for individuals from underrepresented groups. Widespread implementation of high-quality active learning can help reduce or eliminate achievement gaps in STEM courses and promote equity in higher education. We tested the hypothesis that underrepresented students in active-learning classrooms experience narrower achievement gaps than underrepresented students in traditional lecturing classrooms, averaged across all science, technology, engineering, and mathematics (STEM) fields and courses. We conducted a comprehensive search for both published and unpublished studies that compared the performance of underrepresented students to their overrepresented classmates in active-learning and traditional-lecturing treatments. This search resulted in data on student examination scores from 15 studies (9,238 total students) and data on student failure rates from 26 studies (44,606 total students). Bayesian regression analyses showed that on average, active learning reduced achievement gaps in examination scores by 33% and narrowed gaps in passing rates by 45%. The reported proportion of time that students spend on in-class activities was important, as only classes that implemented high-intensity active learning narrowed achievement gaps. Sensitivity analyses showed that the conclusions are robust to sampling bias and other issues. To explain the extensive variation in efficacy observed among studies, we propose the heads-and-hearts hypothesis, which holds that meaningful reductions in achievement gaps only occur when course designs combine deliberate practice with inclusive teaching. Our results support calls to replace traditional lecturing with evidence-based, active-learning course designs across the STEM disciplines and suggest that innovations in instructional strategies can increase equity in higher education.",https://www.pnas.org/content/pnas/117/12/6476.full.pdf,
282,"S. Freeman, David C. Haak, M. Wenderoth",Increased Course Structure Improves Performance in Introductory Biology,2011,CBE Life Sciences Education,,https://www.semanticscholar.org/paper/c81426d88a76e58fded9edeedf8112ada4f0ea4b,,24,2025-03-26 12:34:02,JournalArticle,10.1187/cbe.10-08-0105,1931-7913,,10.0,,175.0,186.0,282,20.14,94,3,14,"We tested the hypothesis that highly structured course designs, which implement reading quizzes and/or extensive in-class active-learning activities and weekly practice exams, can lower failure rates in an introductory biology course for majors, compared with low-structure course designs that are based on lecturing and a few high-risk assessments. We controlled for 1) instructor effects by analyzing data from quarters when the same instructor taught the course, 2) exam equivalence with new assessments called the Weighted Bloom's Index and Predicted Exam Score, and 3) student equivalence using a regression-based Predicted Grade. We also tested the hypothesis that points from reading quizzes, clicker questions, and other “practice” assessments in highly structured courses inflate grades and confound comparisons with low-structure course designs. We found no evidence that points from active-learning exercises inflate grades or reduce the impact of exams on final grades. When we controlled for variation in student ability, failure rates were lower in a moderately structured course design and were dramatically lower in a highly structured course design. This result supports the hypothesis that active-learning exercises can make students more skilled learners and help bridge the gap between poorly prepared students and their better-prepared peers.",https://doi.org/10.1187/cbe.10-08-0105,
258,"M. Hussain, Wenhao Zhu, Wu Zhang, S. Abidi",Student Engagement Predictions in an e-Learning System and Their Impact on Student Course Assessment Scores,2018,Computational Intelligence and Neuroscience,,https://www.semanticscholar.org/paper/519ce9c91d8a9fd5dfbb220dde6cb049935779b1,,27,2025-03-26 12:34:02,JournalArticle,10.1155/2018/6347186,1687-5265,,2018.0,,,,258,36.86,65,4,7,"Several challenges are associated with e-learning systems, the most significant of which is the lack of student motivation in various course activities and for various course materials. In this study, we used machine learning (ML) algorithms to identify low-engagement students in a social science course at the Open University (OU) to assess the effect of engagement on student performance. The input variables of the study included highest education level, final results, score on the assessment, and the number of clicks on virtual learning environment (VLE) activities, which included dataplus, forumng, glossary, oucollaborate, oucontent, resources, subpages, homepage, and URL during the first course assessment. The output variable was the student level of engagement in the various activities. To predict low-engagement students, we applied several ML algorithms to the dataset. Using these algorithms, trained models were first obtained; then, the accuracy and kappa values of the models were compared. The results demonstrated that the J48, decision tree, JRIP, and gradient-boosted classifiers exhibited better performance in terms of the accuracy, kappa value, and recall compared to the other tested models. Based on these findings, we developed a dashboard to facilitate instructor at the OU. These models can easily be incorporated into VLE systems to help instructors evaluate student engagement during VLE courses with regard to different activities and materials and to provide additional interventions for students in advance of their final exam. Furthermore, this study examined the relationship between student engagement and the course assessment score.",http://downloads.hindawi.com/journals/cin/2018/6347186.pdf,
176,"Z. Pardos, R. Baker, M. O. S. Pedro, S. M. Gowda, Supreeth M. Gowda",Affective States and State Tests: Investigating How Affect and Engagement during the School Year Predict End-of-Year Learning Outcomes,2014,J. Learn. Anal.,,https://www.semanticscholar.org/paper/8385b2632dd9e4497608ceeb0a9043fc71cd7228,,45,2025-03-26 12:34:02,JournalArticle,10.18608/JLA.2014.11.6,1929-7750,,1.0,,107.0,128.0,176,16.0,35,5,11,"In this paper, we investigate the correspondence between student affect and behavioural engagement in a web-based tutoring platform throughout the school year and learning outcomes at the end of the year on a high-stakes mathematics exam in a manner that is both longitudinal and fine-grained. Affect and behaviour detectors are used to estimate student affective states and behaviour based on post-hoc analysis of tutor log-data. For every student action in the tutor, the detectors give us an estimated probability that the student is in a state of boredom, engaged concentration, confusion, or frustration, and estimates of the probability that the student is exhibiting off-task or gaming behaviours. We used data from the ASSISTments math tutoring system and found that boredom during problem solving is negatively correlated with performance, as expected; however, boredom is positively correlated with performance when exhibited during scaffolded tutoring. A similar pattern is unexpectedly seen for confusion. Engaged concentration and, surprisingly, frustration are both associated with positive learning outcomes. In a second analysis, we build a unified model that predicts student standardized examination scores from a combination of student affect, disengaged behaviour, and performance within the learning system. This model achieves high overall correlation to standardized exam score, showing that these types of features can effectively infer longer-term learning outcomes.",https://learning-analytics.info/index.php/JLA/article/download/3536/4014,
150,"P. Sharkey, A. Schwartz, I. Ellen, J. Lacoe","High stakes in the classroom, high stakes on the street: The effects of community violence on studentsâ€™ standardized test performance",2014,Sociological Science,,https://www.semanticscholar.org/paper/d382069e7d385aacf1f8181ccb636b67a03a6d5b,,67,2025-03-26 12:34:02,JournalArticle,10.15195/V1.A14,,,1.0,,199.0,220.0,150,13.64,38,4,11,"This article examines the effect of exposure to violent crime on studentsâ€™ standardized test performance among a sample of students in New York City public schools. To identify the effect of exposure to community violence on childrenâ€™s test scores, we compare students exposed to an incident of violent crime on their own blockface in the week prior to the exam to students exposed in the week after the exam. The results show that such exposure to violent crime reduces performance on English language arts assessments and has no effect on math scores. The effect of exposure to violent crime is most pronounced among African Americans and reduces the passing rates of black students by approximately 3 percentage points.",http://www.sociologicalscience.com/download/volume%201/may(3)/high-stakes-in-the-classroom-high-stakes-on-the-street.pdf,
150,"David Newhouse, K. Beegle",The Effect of School Type on Academic Achievement: Evidence from Indonesia,2005,World Bank Policy Research Working Paper Series,,https://www.semanticscholar.org/paper/22afb13ba7dd8445be9ed03da8f09cc3c4d9ac76,,69,2025-03-26 12:34:02,JournalArticle,10.2139/ssrn.753544,,,,,,,150,7.5,75,2,20,"Using data from Indonesia, Newhouse and Beegle to evaluate the impact of school type on academic achievement of junior secondary school students (grades 7-9). Students that graduate from public junior secondary schools, controlling for a variety of other characteristics, score 0.15 to 0.3 standard deviations higher on the national exit exam than comparable privately schooled peers. This finding is robust to OLS, fixed-effects, and instrumental variable estimation strategies. Students attending Muslim private schools, including Madrassahs, fare no worse on average than students attending secular private schools. The results provide indirect evidence that higher quality inputs at public junior secondary schools promote higher test scores.",https://openknowledge.worldbank.org/bitstreams/892c9c8e-9e21-5d68-b9e5-ce6172149876/download,
125,"David Newhouse, D. Suryadarma",The Value of Vocational Education: High School Type and Labor Market Outcomes in Indonesia,2009,World Bank Policy Research Working Paper Series,,https://www.semanticscholar.org/paper/1b5e583eab49a529e97bf257e01d9d61d858ba1f,,83,2025-03-26 12:34:02,JournalArticle,10.1093/WBER/LHR010,,,,,,,125,7.81,63,2,16,"This paper examines the relationship between the type of senior high school attended by Indonesian youth and their subsequent labor market outcomes. This topic is very timely, given the governments recent decision to dramatically expand vocational enrollment. The analysis controls for an unusually rich set of predetermined characteristics, and exploits longitudinal data spanning 14 years to separately identify cohort and age effects. There are four main findings. First, students are sorted into different school types largely on the basis of their entering exam score. Public schools attract the highest-scoring students, while private vocational schools serve the lowest-scoring students. Second, after controlling for a variety of characteristics, including test scores, male public school graduates earn a substantial premium over their privately schooled counterparts. Third, private vocational school graduates fare at least as well as private general graduates, despite coming from more disadvantaged socioeconomic backgrounds. Finally, the returns to public vocational education have declined sharply for the most recent cohort of men. This raises important concerns about the current expansion of public vocational education, and the relevance of the male vocational curriculum in an increasingly service-oriented economy.",https://openknowledge.worldbank.org/bitstreams/c8bc1119-bebb-52fe-af0a-995caf3bc61a/download,
115,"H. Alessio, Nancy Malay, Karsten Maurer, A. J. Bailer, Beth Rubin",Examining the Effect of Proctoring on Online Test Scores.,2017,,,https://www.semanticscholar.org/paper/3f00a50c781f29f863f31ff8ec428bc5d677b043,,92,2025-03-26 12:34:02,,10.24059/OLJ.V21I1.885,,,21.0,,146.0,161.0,115,14.38,23,5,8,"Online education continues to grow, bringing opportunities and challenges for students and instructors. One challenge is the perception that academic integrity associated with online tests is compromised due to undetected cheating that yields artificially higher grades. To address these concerns, proctoring software has been developed to address and prevent academic dishonesty. The purpose of this study was to compare online test results from proctored versus unproctored online tests. Test performance of 147 students enrolled in multiple sections of an online course were compared using linear mixed effects models with nearly half the students having no proctoring and the remainder required to use online proctoring software. Students scored, on average, 17 points lower [95% CI: 14, 20] and used significantly less time in online tests that used proctoring software versus unproctored tests. Significant grade disparity and different time usage occurred on different exams, both across and within sections of the same course where some students used test proctoring software and others did not. Implications and suggestions for incorporating strategic interventions to address integrity, addressing disparate test scores, and validating student knowledge in online classes are discussed.",https://olj.onlinelearningconsortium.org/index.php/olj/article/download/885/257,
110,"Lisa Bardach, R. Klassen","Smart teachers, successful students? A systematic review of the literature on teachers’ cognitive abilities and teacher effectiveness",2019,Educational Research Review,,https://www.semanticscholar.org/paper/60126d56e034e0725d2fb6fc2e4ec724c90b6963,,95,2025-03-26 12:34:02,Review,10.31234/osf.io/nt7v9,1990-3839,,,,,,110,18.33,55,2,6,"This study provides a systematic review of the literature on teachers’ cognitive abilities (intelligence test scores and proxies of cognitive abilities such as college entrance exam scores and basic skills test scores) and teacher effectiveness. Twenty-seven studies conducted between 2000 and 2019 constitute the sample for this review. Studies using intelligence test scores were rare, with the results indicating no or negative associations with teacher effectiveness. Studies on proxies of cognitive abilities yielded, at most, small positive relations with teacher effectiveness. However, behind these overall results regarding proxies of cognitive abilities lie interesting heterogeneities, as several studies analyzing different test domains uncover a differentiated pattern of findings. We also identify key limitations related to construct measurement, sampling approaches, statistical analyses and the interpretation and reporting of the included studies, and outline a path for future research on teachers’ cognitive abilities and teacher effectiveness.",https://eprints.whiterose.ac.uk/155858/8/1_s2.0_S1747938X19302714_main.pdf,
110,"T. Cleary, Peter Platten",Examining the Correspondence between Self-Regulated Learning and Academic Achievement: A Case Study Analysis,2013,Education Research International,,https://www.semanticscholar.org/paper/0c85c9d25422789d83f772dc33dc05e3ffecc4a2,,96,2025-03-26 12:34:02,JournalArticle,10.1155/2013/272560,,,2013.0,,1.0,18.0,110,9.17,55,2,12,"Four high school students received 11 weeks of a self-regulated learning (SRL) intervention, called the Self-Regulation Empowerment Program (SREP), to improve their classroom-based biology exam scores, SRL, and motivated behaviors. This mixed model case study examined the correspondence between shifts in students’ strategic, regulated behaviors with their performance on classroom-based biology tests. The authors used traditional SRL assessment tools in a pretest-posttest fashion (e.g., self-report questionnaires, teaching rating scales) and gathered SRL data during the intervention using field note observations and contextualized structured interviews. This multidimensional assessment approach was used to establish convergence among the assessment tools and to facilitate interpretation of trends in students’ biology test performance relative to their SRL processes. Key themes in this study included the following: (a) the close correspondence between changes in students SRL, biology exam performance, and SREP attendance; (b) individual variability in student performance, SRL behaviors, and beliefs in response to SREP; and (c) the importance of using a multi-dimensional assessment approach in SRL intervention research. Furthermore, this study provided additional support for the potential effectiveness of SREP in academic contexts.",https://downloads.hindawi.com/journals/edri/2013/272560.pdf,
