Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1770,"Konstantinos G. Liakos, P. Busato, D. Moshou, S. Pearson, D. Bochtis",Machine Learning in Agriculture: A Review,2018,"Sensors (Basel, Switzerland)",,https://www.semanticscholar.org/paper/6e23398447a022fb9495c44fa80e9de593a574bc,,5,2025-03-31 23:39:53,Review,10.3390/s18082674,1424-8220,,18.0,,,,1770,252.86,354,5,7,"Machine learning has emerged with big data technologies and high-performance computing to create new opportunities for data intensive science in the multi-disciplinary agri-technologies domain. In this paper, we present a comprehensive review of research dedicated to applications of machine learning in agricultural production systems. The works analyzed were categorized in (a) crop management, including applications on yield prediction, disease detection, weed detection crop quality, and species recognition; (b) livestock management, including applications on animal welfare and livestock production; (c) water management; and (d) soil management. The filtering and classification of the presented articles demonstrate how agriculture will benefit from machine learning technologies. By applying machine learning to sensor data, farm management systems are evolving into real time artificial intelligence enabled programs that provide rich recommendations and insights for farmer decision support and action.",https://www.mdpi.com/1424-8220/18/8/2674/pdf?version=1534247979,
1359,C. Benbrook,Trends in glyphosate herbicide use in the United States and globally,2016,Environmental Sciences Europe,,https://www.semanticscholar.org/paper/f106c99944f33af6f05ee2756912bd14d66e12a3,,16,2025-03-31 23:39:53,JournalArticle,10.1186/s12302-016-0070-0,2190-4715,,28.0,,,,1359,151.0,1359,1,9,"BackgroundAccurate pesticide use data are essential when studying the environmental and public health impacts of pesticide use. Since the mid-1990s, significant changes have occurred in when and how glyphosate herbicides are applied, and there has been a dramatic increase in the total volume applied.MethodsData on glyphosate applications were collected from multiple sources and integrated into a dataset spanning agricultural, non-agricultural, and total glyphosate use from 1974–2014 in the United States, and from 1994–2014 globally.ResultsSince 1974 in the U.S., over 1.6 billion kilograms of glyphosate active ingredient have been applied, or 19 % of estimated global use of glyphosate (8.6 billion kilograms). Globally, glyphosate use has risen almost 15-fold since so-called “Roundup Ready,” genetically engineered glyphosate-tolerant crops were introduced in 1996. Two-thirds of the total volume of glyphosate applied in the U.S. from 1974 to 2014 has been sprayed in just the last 10 years. The corresponding share globally is 72 %. In 2014, farmers sprayed enough glyphosate to apply ~1.0 kg/ha (0.8 pound/acre) on every hectare of U.S.-cultivated cropland and nearly 0.53 kg/ha (0.47 pounds/acre) on all cropland worldwide.ConclusionsGenetically engineered herbicide-tolerant crops now account for about 56 % of global glyphosate use. In the U.S., no pesticide has come remotely close to such intensive and widespread use. This is likely the case globally, but published global pesticide use data are sparse. Glyphosate will likely remain the most widely applied pesticide worldwide for years to come, and interest will grow in quantifying ecological and human health impacts. Accurate, accessible time-series data on glyphosate use will accelerate research progress.",https://doi.org/10.1186/s12302-016-0070-0,
1314,"Muyesaier Tudi, Huada Daniel Ruan, Li Wang, J. Lyu, R. Sadler, D. Connell, C. Chu, D. Phung","Agriculture Development, Pesticide Application and Its Impact on the Environment",2021,International Journal of Environmental Research and Public Health,,https://www.semanticscholar.org/paper/d1da853892ab1db2db040b43f4fd296d639c5636,,17,2025-03-31 23:39:53,Review,10.3390/ijerph18031112,1660-4601,,18.0,,,,1314,328.5,164,8,4,"Pesticides are indispensable in agricultural production. They have been used by farmers to control weeds and insects, and their remarkable increases in agricultural products have been reported. The increase in the world’s population in the 20th century could not have been possible without a parallel increase in food production. About one-third of agricultural products are produced depending on the application of pesticides. Without the use of pesticides, there would be a 78% loss of fruit production, a 54% loss of vegetable production, and a 32% loss of cereal production. Therefore, pesticides play a critical role in reducing diseases and increasing crop yields worldwide. Thus, it is essential to discuss the agricultural development process; the historical perspective, types and specific uses of pesticides; and pesticide behavior, its contamination, and adverse effects on the natural environment. The review study indicates that agricultural development has a long history in many places around the world. The history of pesticide use can be divided into three periods of time. Pesticides are classified by different classification terms such as chemical classes, functional groups, modes of action, and toxicity. Pesticides are used to kill pests and control weeds using chemical ingredients; hence, they can also be toxic to other organisms, including birds, fish, beneficial insects, and non-target plants, as well as air, water, soil, and crops. Moreover, pesticide contamination moves away from the target plants, resulting in environmental pollution. Such chemical residues impact human health through environmental and food contamination. In addition, climate change-related factors also impact on pesticide application and result in increased pesticide usage and pesticide pollution. Therefore, this review will provide the scientific information necessary for pesticide application and management in the future.",https://www.mdpi.com/1660-4601/18/3/1112/pdf?version=1611886950,
1167,F. Carvalho,"Pesticides, environment, and food safety",2017,Food and Energy Security,,https://www.semanticscholar.org/paper/e5b62208f958d4dff7a79f3beb6b3329327981d8,,18,2025-03-31 23:39:53,Review,10.1002/FES3.108,,,6.0,,48.0,60.0,1167,145.88,1167,1,8,"Agrochemicals have enabled to more than duplicate food production during the last century, and the current need to increase food production to feed a rapid growing human population maintains pressure on the intensive use of pesticides and fertilizers. However, worldwide surveys have documented the contamination and impact of agrochemical residues in soils, and terrestrial and aquatic ecosystems including coastal marine systems, and their toxic effects on humans and nonhuman biota. Although persistent organic chemicals have been phased out and replaced by more biodegradable chemicals, contamination by legacy residues and recent residues still impacts on the quality of human food, water, and environment. Current and future increase in food production must go along with production of food with better quality and with less toxic contaminants. Alternative paths to the intensive use of crop protection chemicals are open, such as genetically engineered organisms, organic farming, change of dietary habits, and development of food technologies. Agro industries need to further develop advanced practices to protect public health, which requires more cautious use of agrochemicals through prior testing, careful risk assessment, and licensing, but also through education of farmers and users in general, measures for better protection of ecosystems, and good practices for sustainable development of agriculture, fisheries, and aquaculture. Enhanced scientific research for new developments in food production and food safety, as well as for environmental protection, is a necessary part of this endeavor. Furthermore, worldwide agreement on good agriculture practices, including development of genetically modified organisms (GMOs) and their release for international agriculture, may be urgent to ensure the success of safe food production.",https://doi.org/10.1002/fes3.108,
965,"B. Shiferaw, M. Smale, H. Braun, E. Duveiller, M. Reynolds, G. Muricho",Crops that feed the world 10. Past successes and future challenges to the role played by wheat in global food security,2013,Food Security,,https://www.semanticscholar.org/paper/422d966bdc99ca3fe0095e2de65ed882981a8d2c,,23,2025-03-31 23:39:53,JournalArticle,10.1007/s12571-013-0263-y,1876-4517,,5.0,,291.0,317.0,965,80.42,161,6,12,"Wheat is fundamental to human civilization and has played an outstanding role in feeding a hungry world and improving global food security. The crop contributes about 20 % of the total dietary calories and proteins worldwide. Food demand in the developing regions is growing by 1 % annually and varies from 170 kg in Central Asia to 27 kg in East and South Africa. The developing regions (including China and Central Asia) account for roughly 53 % of the total harvested area and 50 % of the production. Unprecedented productivity growth from the Green Revolution (GR) since the 1960s dramatically transformed world wheat production, benefitting both producers and consumers through low production costs and low food prices. Modern wheat varieties were adopted more rapidly than any other technological innovation in the history of agriculture, recently reaching about 90 % of the area in developing regions. One of the key challenges today is to replace these varieties with new ones for better sustainability. While the GR “spared” essential ecosystems from conversion to agriculture, it also generated its own environmental problems. Also productivity increase is now slow or static. Achieving the productivity gains needed to ensure food security will therefore require more than a repeat performance of the GR of the past. Future demand will need to be achieved through sustainable intensification that combines better crop resistance to diseases and pests, adaptation to warmer climates, and reduced use of water, fertilizer, labor and fuel. Meeting these challenges will require concerted efforts in research and innovation to develop and deploy viable solutions. Substantive investment will be required to realize sustainable productivity growth through better technologies and policy and institutional innovations that facilitate farmer adoption and adaptation. The enduring lessons from the GR and the recent efforts for sustainable intensification of cereal systems in South Asia and other regions provide useful insights for the future.",https://link.springer.com/content/pdf/10.1007/s12571-013-0263-y.pdf,
808,"P. Batáry, L. Dicks, D. Kleijn, W. Sutherland",The role of agri-environment schemes in conservation and environmental management,2015,Conservation Biology,,https://www.semanticscholar.org/paper/aabc95a8f81ad565954176d2f766ed4d878c78aa,,35,2025-03-31 23:39:53,Review,10.1111/cobi.12536,0888-8892,,29.0,,1006.0,1016.0,808,80.8,202,4,10,"Over half of the European landscape is under agricultural management and has been for millennia. Many species and ecosystems of conservation concern in Europe depend on agricultural management and are showing ongoing declines. Agri‐environment schemes (AES) are designed partly to address this. They are a major source of nature conservation funding within the European Union (EU) and the highest conservation expenditure in Europe. We reviewed the structure of current AES across Europe. Since a 2003 review questioned the overall effectiveness of AES for biodiversity, there has been a plethora of case studies and meta‐analyses examining their effectiveness. Most syntheses demonstrate general increases in farmland biodiversity in response to AES, with the size of the effect depending on the structure and management of the surrounding landscape. This is important in the light of successive EU enlargement and ongoing reforms of AES. We examined the change in effect size over time by merging the data sets of 3 recent meta‐analyses and found that schemes implemented after revision of the EU's agri‐environmental programs in 2007 were not more effective than schemes implemented before revision. Furthermore, schemes aimed at areas out of production (such as field margins and hedgerows) are more effective at enhancing species richness than those aimed at productive areas (such as arable crops or grasslands). Outstanding research questions include whether AES enhance ecosystem services, whether they are more effective in agriculturally marginal areas than in intensively farmed areas, whether they are more or less cost‐effective for farmland biodiversity than protected areas, and how much their effectiveness is influenced by farmer training and advice? The general lesson from the European experience is that AES can be effective for conserving wildlife on farmland, but they are expensive and need to be carefully designed and targeted.",https://europepmc.org/articles/pmc4529739?pdf=render,
780,"Deepak Kumar, P. Kalita",Reducing Postharvest Losses during Storage of Grain Crops to Strengthen Food Security in Developing Countries,2017,Foods,,https://www.semanticscholar.org/paper/beb25a92e3b42d4567d4d657956f0b2c57a21286,,39,2025-03-31 23:39:53,Review,10.3390/foods6010008,2304-8158,,6.0,,,,780,97.5,390,2,8,"While fulfilling the food demand of an increasing population remains a major global concern, more than one-third of food is lost or wasted in postharvest operations. Reducing the postharvest losses, especially in developing countries, could be a sustainable solution to increase food availability, reduce pressure on natural resources, eliminate hunger and improve farmers’ livelihoods. Cereal grains are the basis of staple food in most of the developing nations, and account for the maximum postharvest losses on a calorific basis among all agricultural commodities. As much as 50%–60% cereal grains can be lost during the storage stage due only to the lack of technical inefficiency. Use of scientific storage methods can reduce these losses to as low as 1%–2%. This paper provides a comprehensive literature review of the grain postharvest losses in developing countries, the status and causes of storage losses and discusses the technological interventions to reduce these losses. The basics of hermetic storage, various technology options, and their effectiveness on several crops in different localities are discussed in detail.",https://www.mdpi.com/2304-8158/6/1/8/pdf?version=1484469550,
762,"J. P. Myers, M. Antoniou, B. Blumberg, Lynn Carroll, T. Colborn, L. Everett, Michaela M Hansen, P. Landrigan, B. Lanphear, R. Mesnage, Laura N. Vandenberg, F. V. vom Saal, W. Welshons, C. Benbrook",Concerns over use of glyphosate-based herbicides and risks associated with exposures: a consensus statement,2016,Environmental Health,,https://www.semanticscholar.org/paper/9a05b88980b7571b54e1038a4448785e6384c8d8,,41,2025-03-31 23:39:53,JournalArticle,10.1186/s12940-016-0117-0,1476-069X,,15.0,,,,762,84.67,76,14,9,"The broad-spectrum herbicide glyphosate (common trade name “Roundup”) was first sold to farmers in 1974. Since the late 1970s, the volume of glyphosate-based herbicides (GBHs) applied has increased approximately 100-fold. Further increases in the volume applied are likely due to more and higher rates of application in response to the widespread emergence of glyphosate-resistant weeds and new, pre-harvest, dessicant use patterns. GBHs were developed to replace or reduce reliance on herbicides causing well-documented problems associated with drift and crop damage, slipping efficacy, and human health risks. Initial industry toxicity testing suggested that GBHs posed relatively low risks to non-target species, including mammals, leading regulatory authorities worldwide to set high acceptable exposure limits. To accommodate changes in GBH use patterns associated with genetically engineered, herbicide-tolerant crops, regulators have dramatically increased tolerance levels in maize, oilseed (soybeans and canola), and alfalfa crops and related livestock feeds. Animal and epidemiology studies published in the last decade, however, point to the need for a fresh look at glyphosate toxicity. Furthermore, the World Health Organization’s International Agency for Research on Cancer recently concluded that glyphosate is “probably carcinogenic to humans.” In response to changing GBH use patterns and advances in scientific understanding of their potential hazards, we have produced a Statement of Concern drawing on emerging science relevant to the safety of GBHs. Our Statement of Concern considers current published literature describing GBH uses, mechanisms of action, toxicity in laboratory animals, and epidemiological studies. It also examines the derivation of current human safety standards. We conclude that: (1) GBHs are the most heavily applied herbicide in the world and usage continues to rise; (2) Worldwide, GBHs often contaminate drinking water sources, precipitation, and air, especially in agricultural regions; (3) The half-life of glyphosate in water and soil is longer than previously recognized; (4) Glyphosate and its metabolites are widely present in the global soybean supply; (5) Human exposures to GBHs are rising; (6) Glyphosate is now authoritatively classified as a probable human carcinogen; (7) Regulatory estimates of tolerable daily intakes for glyphosate in the United States and European Union are based on outdated science. We offer a series of recommendations related to the need for new investments in epidemiological studies, biomonitoring, and toxicology studies that draw on the principles of endocrinology to determine whether the effects of GBHs are due to endocrine disrupting activities. We suggest that common commercial formulations of GBHs should be prioritized for inclusion in government-led toxicology testing programs such as the U.S. National Toxicology Program, as well as for biomonitoring as conducted by the U.S. Centers for Disease Control and Prevention.",https://ehjournal.biomedcentral.com/track/pdf/10.1186/s12940-016-0117-0,
640,"A. Ratnadass, P. Fernandes, J. Avelino, R. Habib",Plant species diversity for sustainable management of crop pests and diseases in agroecosystems: a review,2011,Agronomy for Sustainable Development,,https://www.semanticscholar.org/paper/13b61f963c9a23cd9d3d0f5576a57ace71d181e2,,50,2025-03-31 23:39:53,Review,10.1007/s13593-011-0022-4,1773-0155,,32.0,,273.0,303.0,640,45.71,160,4,14,"Farmers are facing serious plant protection issues and phytosanitary risks, in particular in the tropics. Such issues are food insecurity, lower income in traditional low-input agroecosystems, adverse effects of pesticide use on human health and on the environment in intensive systems and export restrictions due to strict regulations on quarantine pests and limits on pesticide residues. To provide more and better food to populations in both the southern and northern hemispheres in a sustainable manner, there is a need for a drastic reduction in pesticide use while keeping crop pest and disease damage under control. This can be achieved by breaking with industrial agriculture and using an agroecological approach, whose main pillar is the conservation or introduction of plant diversity in agroecosystems. Earlier literature suggest that increasing vegetational biodiversity in agroecosystems can reduce the impact of pests and diseases by the following mechanisms: (1) resource dilution and stimulo-deterrent diversion, (2) disruption of the spatial cycle, (3) disruption of the temporal cycle, (4) allelopathy effects, (5) general and specific soil suppressiveness, (6) crop physiological resistance, (7) conservation of natural enemies and facilitation of their action against aerial pests and (8) direct and indirect architectural/physical effects. Here we review the reported examples of such effects on a broad range of pathogens and pests, e.g. insects, mites, myriapods, nematodes, parasitic weeds, fungi, bacteria and viruses across different cropping systems. Our review confirms that it is not necessarily true that vegetational diversification reduces the incidence of pests and diseases. The ability of some pests and pathogens to use a wide range of plants as alternative hosts/reservoirs is the main limitation to the suppressive role of this strategy, but all other pathways identified for the control of pests and disease based on plant species diversity (PSD) also have certain limitations. Improving our understanding of the mechanisms involved should enable us to explain how, where and when exceptions to the above principle are likely to occur, with a view to developing sustainable agroecosystems based on enhanced ecological processes of pest and disease control by optimized vegetational diversification.",https://link.springer.com/content/pdf/10.1007/s13593-011-0022-4.pdf,
613,"P. Busby, C. Soman, Maggie R. Wagner, M. Friesen, J. Kremer, Alison E. Bennett, M. Morsy, J. Eisen, J. Leach, J. Dangl",Research priorities for harnessing plant microbiomes in sustainable agriculture,2017,PLoS Biology,,https://www.semanticscholar.org/paper/b695bf1905924db91b2d15b5e2780ae7df9b21d1,,53,2025-03-31 23:39:53,JournalArticle,10.1371/journal.pbio.2001793,1544-9173,,15.0,,,,613,76.63,61,10,8,"Feeding a growing world population amidst climate change requires optimizing the reliability, resource use, and environmental impacts of food production. One way to assist in achieving these goals is to integrate beneficial plant microbiomes—i.e., those enhancing plant growth, nutrient use efficiency, abiotic stress tolerance, and disease resistance—into agricultural production. This integration will require a large-scale effort among academic researchers, industry researchers, and farmers to understand and manage plant-microbiome interactions in the context of modern agricultural systems. Here, we identify priorities for research in this area: (1) develop model host–microbiome systems for crop plants and non-crop plants with associated microbial culture collections and reference genomes, (2) define core microbiomes and metagenomes in these model systems, (3) elucidate the rules of synthetic, functionally programmable microbiome assembly, (4) determine functional mechanisms of plant-microbiome interactions, and (5) characterize and refine plant genotype-by-environment-by-microbiome-by-management interactions. Meeting these goals should accelerate our ability to design and implement effective agricultural microbiome manipulations and management strategies, which, in turn, will pay dividends for both the consumers and producers of the world food supply.",https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.2001793&type=printable,
