Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
384,"P. Landrigan, J. Stegeman, L. Fleming, D. Allemand, D. Anderson, L. Backer, F. Brucker-Davis, N. Chevalier, L. Corra, D. Czerucka, M. Bottein, B. Demeneix, M. Depledge, D. Deheyn, C. Dorman, P. Fénichel, Samantha Fisher, F. Gaill, F. Galgani, W. Gaze, L. Giuliano, P. Grandjean, M. E. Hahn, A. Hamdoun, P. Hess, Bret Judson, A. Laborde, J. Mcglade, Jenna Mu, A. Mustapha, M. Neira, R. Noble, M. Pedrotti, C. Reddy, J. Rocklöv, U. Scharler, Hariharan Shanmugam, G. Taghian, J. V. D. van de Water, L. Vezzulli, P. Weihe, A. Zeka, Hervé Raps, P. Rampal",Human Health and Ocean Pollution,2020,Annals of Global Health,,https://www.semanticscholar.org/paper/80d17026d31d2c4ba0e126620605ae631704aa98,,10,2025-03-26 09:33:41,Review,10.5334/aogh.2831,2214-9996,,86.0,,,,384,76.8,38,44,5,"Background: Pollution – unwanted waste released to air, water, and land by human activity – is the largest environmental cause of disease in the world today. It is responsible for an estimated nine million premature deaths per year, enormous economic losses, erosion of human capital, and degradation of ecosystems. Ocean pollution is an important, but insufficiently recognized and inadequately controlled component of global pollution. It poses serious threats to human health and well-being. The nature and magnitude of these impacts are only beginning to be understood. Goals: (1) Broadly examine the known and potential impacts of ocean pollution on human health. (2) Inform policy makers, government leaders, international organizations, civil society, and the global public of these threats. (3) Propose priorities for interventions to control and prevent pollution of the seas and safeguard human health. Methods: Topic-focused reviews that examine the effects of ocean pollution on human health, identify gaps in knowledge, project future trends, and offer evidence-based guidance for effective intervention. Environmental Findings: Pollution of the oceans is widespread, worsening, and in most countries poorly controlled. It is a complex mixture of toxic metals, plastics, manufactured chemicals, petroleum, urban and industrial wastes, pesticides, fertilizers, pharmaceutical chemicals, agricultural runoff, and sewage. More than 80% arises from land-based sources. It reaches the oceans through rivers, runoff, atmospheric deposition and direct discharges. It is often heaviest near the coasts and most highly concentrated along the coasts of low- and middle-income countries. Plastic is a rapidly increasing and highly visible component of ocean pollution, and an estimated 10 million metric tons of plastic waste enter the seas each year. Mercury is the metal pollutant of greatest concern in the oceans; it is released from two main sources – coal combustion and small-scale gold mining. Global spread of industrialized agriculture with increasing use of chemical fertilizer leads to extension of Harmful Algal Blooms (HABs) to previously unaffected regions. Chemical pollutants are ubiquitous and contaminate seas and marine organisms from the high Arctic to the abyssal depths. Ecosystem Findings: Ocean pollution has multiple negative impacts on marine ecosystems, and these impacts are exacerbated by global climate change. Petroleum-based pollutants reduce photosynthesis in marine microorganisms that generate oxygen. Increasing absorption of carbon dioxide into the seas causes ocean acidification, which destroys coral reefs, impairs shellfish development, dissolves calcium-containing microorganisms at the base of the marine food web, and increases the toxicity of some pollutants. Plastic pollution threatens marine mammals, fish, and seabirds and accumulates in large mid-ocean gyres. It breaks down into microplastic and nanoplastic particles containing multiple manufactured chemicals that can enter the tissues of marine organisms, including species consumed by humans. Industrial releases, runoff, and sewage increase frequency and severity of HABs, bacterial pollution, and anti-microbial resistance. Pollution and sea surface warming are triggering poleward migration of dangerous pathogens such as the Vibrio species. Industrial discharges, pharmaceutical wastes, pesticides, and sewage contribute to global declines in fish stocks. Human Health Findings: Methylmercury and PCBs are the ocean pollutants whose human health effects are best understood. Exposures of infants in utero to these pollutants through maternal consumption of contaminated seafood can damage developing brains, reduce IQ and increase children’s risks for autism, ADHD and learning disorders. Adult exposures to methylmercury increase risks for cardiovascular disease and dementia. Manufactured chemicals – phthalates, bisphenol A, flame retardants, and perfluorinated chemicals, many of them released into the seas from plastic waste – can disrupt endocrine signaling, reduce male fertility, damage the nervous system, and increase risk of cancer. HABs produce potent toxins that accumulate in fish and shellfish. When ingested, these toxins can cause severe neurological impairment and rapid death. HAB toxins can also become airborne and cause respiratory disease. Pathogenic marine bacteria cause gastrointestinal diseases and deep wound infections. With climate change and increasing pollution, risk is high that Vibrio infections, including cholera, will increase in frequency and extend to new areas. All of the health impacts of ocean pollution fall disproportionately on vulnerable populations in the Global South – environmental injustice on a planetary scale. Conclusions: Ocean pollution is a global problem. It arises from multiple sources and crosses national boundaries. It is the consequence of reckless, shortsighted, and unsustainable exploitation of the earth’s resources. It endangers marine ecosystems. It impedes the production of atmospheric oxygen. Its threats to human health are great and growing, but still incompletely understood. Its economic costs are only beginning to be counted. Ocean pollution can be prevented. Like all forms of pollution, ocean pollution can be controlled by deploying data-driven strategies based on law, policy, technology, and enforcement that target priority pollution sources. Many countries have used these tools to control air and water pollution and are now applying them to ocean pollution. Successes achieved to date demonstrate that broader control is feasible. Heavily polluted harbors have been cleaned, estuaries rejuvenated, and coral reefs restored. Prevention of ocean pollution creates many benefits. It boosts economies, increases tourism, helps restore fisheries, and improves human health and well-being. It advances the Sustainable Development Goals (SDG). These benefits will last for centuries. Recommendations: World leaders who recognize the gravity of ocean pollution, acknowledge its growing dangers, engage civil society and the global public, and take bold, evidence-based action to stop pollution at source will be critical to preventing ocean pollution and safeguarding human health. Prevention of pollution from land-based sources is key. Eliminating coal combustion and banning all uses of mercury will reduce mercury pollution. Bans on single-use plastic and better management of plastic waste reduce plastic pollution. Bans on persistent organic pollutants (POPs) have reduced pollution by PCBs and DDT. Control of industrial discharges, treatment of sewage, and reduced applications of fertilizers have mitigated coastal pollution and are reducing frequency of HABs. National, regional and international marine pollution control programs that are adequately funded and backed by strong enforcement have been shown to be effective. Robust monitoring is essential to track progress. Further interventions that hold great promise include wide-scale transition to renewable fuels; transition to a circular economy that creates little waste and focuses on equity rather than on endless growth; embracing the principles of green chemistry; and building scientific capacity in all countries. Designation of Marine Protected Areas (MPAs) will safeguard critical ecosystems, protect vulnerable fish stocks, and enhance human health and well-being. Creation of MPAs is an important manifestation of national and international commitment to protecting the health of the seas.",http://www.annalsofglobalhealth.org/articles/10.5334/aogh.2831/galley/3144/download/,
165,"B. Wouters, A. Gardner, G. Moholdt",Global Glacier Mass Loss During the GRACE Satellite Mission (2002-2016),2019,Frontiers in Earth Science,,https://www.semanticscholar.org/paper/5a5baed6da1c39631962c2595ff951585535e216,,28,2025-03-26 09:33:41,Review,10.3389/feart.2019.00096,2296-6463,,,,,,165,27.5,55,3,6,"Glaciers outside of the ice sheets are known to be important contributors to sea level rise. In this work, we provide an overview of changes in the mass of the world's glaciers, excluding those in Greenland and Antarctica, between 2002 and 2016, based on satellite gravimetry observations of the Gravity Recovery and Climate Experiment (GRACE). Glaciers lost mass at a rate of 199 ± 32 Gt yr −1 during this 14-yr period, equivalent to a cumulative sea level contribution of 8 mm. We present annual mass balances for 17 glacier regions, that show a qualitatively good agreement with published estimates from in situ observations. We find that annual mass balance varies considerably from year to year, which can in part be attributed to changes in the large-scale circulation of the atmosphere. These variations, combined with the relatively short observational record, hamper the detection of acceleration of glacier mass loss. Our study highlights the need for continued observations of the Earth's glacierized regions.",https://www.frontiersin.org/articles/10.3389/feart.2019.00096/pdf,
102,"C. Milzow, P. E. Krogh, P. Bauer‐Gottwein","Combining satellite radar altimetry, SAR surface soil moisture and GRACE total storage changes for hydrological model calibration in a large poorly gauged catchment",2011,Hydrology and Earth System Sciences,,https://www.semanticscholar.org/paper/33425d58746d30b388e23d6355cf135276293503,,48,2025-03-26 09:33:41,JournalArticle,10.5194/HESS-15-1729-2011,,,15.0,,1729.0,1743.0,102,7.29,34,3,14,"Abstract. The availability of data is a major challenge for hydrological modelling in large parts of the world. Remote sensing data can be exploited to improve models of ungauged or poorly gauged catchments. In this study we combine three datasets for calibration of a rainfall-runoff model of the poorly gauged Okavango catchment in Southern Africa: (i) surface soil moisture (SSM) estimates derived from radar measurements onboard the Envisat satellite; (ii) radar altimetry measurements by Envisat providing river stages in the tributaries of the Okavango catchment, down to a minimum river width of about one hundred meters; and (iii) temporal changes of the Earth's gravity field recorded by the Gravity Recovery and Climate Experiment (GRACE) caused by total water storage changes in the catchment. The SSM data are shown to be helpful in identifying periods with over-respectively underestimation of the precipitation input. The accuracy of the radar altimetry data is validated on gauged subbasins of the catchment and altimetry data of an ungauged subbasin is used for model calibration. The radar altimetry data are important to condition model parameters related to channel morphology such as Manning's roughness. GRACE data are used to validate the model and to condition model parameters related to various storage compartments in the hydrological model (e.g. soil, groundwater, bank storage etc.). As precipitation input the FEWS-Net RFE, TRMM 3B42 and ECMWF ERA-Interim datasets are considered and compared.",https://hess.copernicus.org/articles/15/1729/2011/hess-15-1729-2011.pdf,
100,B. Lazier,"Earthrise; or, The Globalization of the World Picture",2011,The American Historical Review,,https://www.semanticscholar.org/paper/ae1aa25f525d8507fd6c1f69a85dc20bb6c9d021,,49,2025-03-26 09:33:41,JournalArticle,10.1086/AHR.116.3.602,,,116.0,,602.0,630.0,100,7.14,100,1,14,"IN 1990, THE GERMAN ASTRONOMERS Freimut Borngen and Lutz Schmadel named an asteroid after one of the foremost political philosophers of the twentieth century, the German Jewish emigre Hannah Arendt.1 Whether Arendt would have appreciated the gesture is uncertain.2 After all, she opened her philosophical masterpiece The Human Condition (1958) by voicing grave concerns about a second satellite— Sputnik. In 1957, man had for the first time propelled his artifacts into the beyond, and he was likely to follow by propelling himself as well. But to desire to depart from the scene of the world, she felt, meant also to think of the world as something worth leaving. To emancipate ourselves from its physical limits—gravity—meant also to emancipate ourselves from the gravity of its existential claims upon us. Sputnik therefore embodied an impulse already much in evidence on Earth—to create an artificial planet. In Sputnik the ambitions of modern man lay revealed.3 These ambitions were ominous. They had also in part been realized. The Human Condition appeared not long after Arendt’s famous study The Origins of Totalitarianism (1951), and she advanced through Sputnik some of the themes broached in that earlier effort. Totalitarianism, it turns out, shared something important with the Russian satellite. Sputnik embodied a desire to fabricate an artificial substitute for the living Earth. Totalitarianism, in turn, distinguished itself from every other form of rule in its ambition to create a new world fit to compete with this one, the nontotalitarian world, and its success was to be measured in the consistency of its artful fiction. Totalitarian regimes create an “artificially fabricated insanity,” and “their art consists in using and at the same time transcending the elements of reality.”4 To-",https://academic.oup.com/ahr/article-pdf/116/3/602/25735542/116-3-602.pdf,
87,"J. Bamber, R. Riva",The sea level fingerprint of recent ice mass fluxes,2010,The Cryosphere,,https://www.semanticscholar.org/paper/509ef9ba3f94f63188b16de9630a96a0da1a968b,,60,2025-03-26 09:33:41,JournalArticle,10.5194/TC-4-621-2010,,,4.0,,621.0,627.0,87,5.8,44,2,15,"The sea level contribution from glacial sources has been accelerating during the first decade of the 21st Century (Meier et al., 2007; Velicogna, 2009). This contribution is not distributed uniformly across the world's oceans due to both oceanographic and gravitational effects. We compute the sea level signature for ice mass fluxes due to changes in the gravity field, Earth's rotation and related effects for the nine year period 2000–2008. Mass loss from Greenland results in a relative sea level (RSL) reduction for much of North Western Europe and Eastern Canada. RSL rise from this source is concentrated around South America. Losses in West Antarctica marginally compensate for this and produce maxima along the coastlines of North America, Australia and Oceania. The combined far-field pattern of wastage from all ice melt sources, is dominated by losses from the ice sheets and results in maxima at latitudes between 20° N and 40° S across the Pacific and Indian Oceans, affecting particularly vulnerable land masses in Oceania. The spatial pattern of RSL variations from ice mass losses used in this study is time-invariant and cumulative. Thus, sea level rise, based on the gravitational effects from the ice losses considered here, will be amplified for this sensitive region.",https://tc.copernicus.org/articles/4/621/2010/tc-4-621-2010.pdf,
77,"P. E. Menezes-Silva, Lucas Loram-Lourenço, R. D. Alves, Leticia F. Sousa, S. E. S. Almeida, F. Farnese",Different ways to die in a changing world: Consequences of climate change for tree species performance and survival through an ecophysiological perspective,2019,Ecology and Evolution,,https://www.semanticscholar.org/paper/e4bd1150d6381eb2436545f63c497422c2e08907,,66,2025-03-26 09:33:41,Review,10.1002/ece3.5663,2045-7758,,9.0,,11979.0,11999.0,77,12.83,13,6,6,"Abstract Anthropogenic activities such as uncontrolled deforestation and increasing greenhouse gas emissions are responsible for triggering a series of environmental imbalances that affect the Earth's complex climate dynamics. As a consequence of these changes, several climate models forecast an intensification of extreme weather events over the upcoming decades, including heat waves and increasingly severe drought and flood episodes. The occurrence of such extreme weather will prompt profound changes in several plant communities, resulting in massive forest dieback events that can trigger a massive loss of biodiversity in several biomes worldwide. Despite the gravity of the situation, our knowledge regarding how extreme weather events can undermine the performance, survival, and distribution of forest species remains very fragmented. Therefore, the present review aimed to provide a broad and integrated perspective of the main biochemical, physiological, and morpho‐anatomical disorders that may compromise the performance and survival of forest species exposed to climate change factors, particularly drought, flooding, and global warming. In addition, we also discuss the controversial effects of high CO2 concentrations in enhancing plant growth and reducing the deleterious effects of some extreme climatic events. We conclude with a discussion about the possible effects that the factors associated with the climate change might have on species distribution and forest composition.",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.5663,
58,"M. Cervera, J. Oliver, T. Prato",Simulation of Construction of RCC Dams. I: Temperature and Aging,2000,Journal of Structural Engineering-asce,,https://www.semanticscholar.org/paper/4b7365b3e67fba41d01c3d7679acc3e3052e794a,,80,2025-03-26 09:33:41,JournalArticle,10.1061/(ASCE)0733-9445(2000)126:9(1053),,,126.0,,1053.0,1061.0,58,2.32,19,3,25,"The increasing number of roller compacted concrete (RCC) dams being built around the world demands accurate methodologies for the realistic short- and long-term evaluations of the risk of thermally induced cracking in these constructions. In this work a numerical procedure for the simulation of the construction process of RCC dams is presented. It takes into account the more relevant features of the behavior of concrete at early ages, such as hydration, aging, creep, and damage. A 2D model of the Urugua-iRCC Dam, built in Argentina, is used to perform the corresponding analyses. In this first part only the thermochemical aspects of the simulation of the construction process are presented. The temperature distribution and evolution inside the dam are obtained before and after the completion of the dam. The evolution of the compressive and tensile strengths and elastic moduli and their final distribution inside the dam can also be predicted. Results from 2D and simplified vertical 1D models are compared to assess the validity of the latter, and several parametric studies are carried out. The simulation and discussion of the mechanical aspects of the construction process are relegated to a companion paper that follows. INTRODUCTION AND MOTIVATION During the last 30 years great effort has been made to find an alternative to embankment dams for large gravity construc- tions that would, on one hand, overcome the risk of failure due to overtopping or internal erosion (piping) and, on the other hand, be economically competitive. Currently, the an- swer to this technological challenge is roller compacted con- crete (RCC) dams. RCC is a relatively lean no-slump concrete that can be spread horizontally and compacted using earth- working machinery such as dozers and vibratory rollers. The first evaluations on place-in unit costs for several RCC dams built in the United States showed that these represented sav- ings ranging from 30 to 70% of the cost of conventional con- crete dams (Schrader and Naminas 1988). RCC dam construction has the following features: • The dam body is constructed by placing concrete, in the same placing cycle, over a wide area encompassing sev- eral blocks. • Transverse joints are cut after the placement of concrete. • No longitudinal joints are made. • Pipe cooling is not (generally) used.",https://www.scipedia.com/wd/images/1/1b/Draft_Samper_985589073_8735_2000-ASCE-StructEng-RCC-I-on.pdf,
44,"E. Forootan, M. Schumacher, N. Mehrnegar, A. Bezděk, M. Talpe, S. Farzaneh, Chaoyang Zhang, Yu Zhang, C. Shum",An Iterative ICA-Based Reconstruction Method to Produce Consistent Time-Variable Total Water Storage Fields Using GRACE and Swarm Satellite Data,2020,Remote. Sens.,,https://www.semanticscholar.org/paper/d3e0bb298b5465df739b1efd778fb19ed7202300,,97,2025-03-26 09:33:41,JournalArticle,10.3390/rs12101639,2315-4675,,12.0,,1639.0,,44,8.8,5,9,5,"Observing global terrestrial water storage changes (TWSCs) from (inter-)seasonal to (multi-)decade time-scales is very important to understand the Earth as a system under natural and anthropogenic climate change. The primary goal of the Gravity Recovery And Climate Experiment (GRACE) satellite mission (2002–2017) and its follow-on mission (GRACE-FO, 2018–onward) is to provide time-variable gravity fields, which can be converted to TWSCs with ∼ 300 km spatial resolution; however, the one year data gap between GRACE and GRACE-FO represents a critical discontinuity, which cannot be replaced by alternative data or model with the same quality. To fill this gap, we applied time-variable gravity fields (2013–onward) from the Swarm Earth explorer mission with low spatial resolution of ∼ 1500 km. A novel iterative reconstruction approach was formulated based on the independent component analysis (ICA) that combines the GRACE and Swarm fields. The reconstructed TWSC fields of 2003–2018 were compared with a commonly applied reconstruction technique and GRACE-FO TWSC fields, whose results indicate a considerable noise reduction and long-term consistency improvement of the iterative ICA reconstruction technique. They were applied to evaluate trends and seasonal mass changes (of 2003–2018) within the world’s 33 largest river basins.",https://www.mdpi.com/2072-4292/12/10/1639/pdf?version=1590669296,
35,"Ari Rosenberg, D. Angelaki",Gravity Influences the Visual Representation of Object Tilt in Parietal Cortex,2014,The Journal of Neuroscience,,https://www.semanticscholar.org/paper/2fbfeb705a9ee54fa499c76888cd65898dc4f8e8,,115,2025-03-26 09:33:41,JournalArticle,10.1523/JNEUROSCI.2030-14.2014,0270-6474,,34.0,,14170.0,14180.0,35,3.18,18,2,11,"Sensory systems encode the environment in egocentric (e.g., eye, head, or body) reference frames, creating inherently unstable representations that shift and rotate as we move. However, it is widely speculated that the brain transforms these signals into an allocentric, gravity-centered representation of the world that is stable and independent of the observer's spatial pose. Where and how this representation may be achieved is currently unknown. Here we demonstrate that a subpopulation of neurons in the macaque caudal intraparietal area (CIP) visually encodes object tilt in nonegocentric coordinates defined relative to the gravitational vector. Neuronal responses to the tilt of a visually presented planar surface were measured with the monkey in different spatial orientations (upright and rolled left/right ear down) and then compared. This revealed a continuum of representations in which planar tilt was encoded in a gravity-centered reference frame in approximately one-tenth of the comparisons, intermediate reference frames ranging between gravity-centered and egocentric in approximately two-tenths of the comparisons, and in an egocentric reference frame in less than half of the comparisons. Altogether, almost half of the comparisons revealed a shift in the preferred tilt and/or a gain change consistent with encoding object orientation in nonegocentric coordinates. Through neural network modeling, we further show that a purely gravity-centered representation of object tilt can be achieved directly from the population activity of CIP-like units. These results suggest that area CIP may play a key role in creating a stable, allocentric representation of the environment defined relative to an “earth-vertical” direction.",https://www.jneurosci.org/content/jneuro/34/43/14170.full.pdf,
35,R. Tredgold,Psychiatry in the British Army in the Second World War,1959,Mental Health,,https://www.semanticscholar.org/paper/012770e26a81baf0ce084ba31b4f69e12935f122,,117,2025-03-26 09:33:41,JournalArticle,10.5694/j.1326-5377.1959.tb59149.x,,,18.0,,29.0,29.0,35,0.53,35,1,66,"verbatim transcript of one read at the Third European Congress of Aviation Medicine in September,1958, and the accountit gives is brief and superficial. Nevertheless, some interesting facts emerge. Russian scientists have been conducting experiments into the effects of space flight upon living organisms for nearly a decade. Initially, animals in hermetically sealedcabins were sent by rocket to heights between 100 and 210 kilometres, and the cabins returned to earth by parachute. Instruments were included to record changes in the animals' breathing, blood pressure and temperature, and other data, and no considerable changes were noted as the result of the initial acceleration, the gravity-free interlude at the summit of the trajectory, or the deceleration when the parachutereturned to the Earth's atmosphere. The animals seemednone the worse for their experiences, and some survived two such journeys. The stage was now set for Laika's satellite voyage, a voyage which was the only means by which the effects of zero gravity and of primary cosmic radiation could be studied under the conditions of space flight. Transmitters relayed information about Lalka's pulse and respiration rate, and even an electrocardiographictracing. The critical momentsof the flight were the launchingand the putting into orbit. Good recordings were received of the events at the moment of putting into orbit. The pulse rate increased to three times and the respiration rate to between three and four times the initial rate, but the electrocardiogram showed no serious changes. In Kousnetzov's words, ""There is every reason to believe that the changes noticed in the physiological functions of the animal were brought about by the sudden effect upon the latter of external irritants: acceleration,noise and vibration"". However, the pulse and respiration rates took three times as long to return to normal as in corresponding laboratory tests. This was interpreted as being due to the fact that, whereasin the laboratory tests, once acceleration ceased, the animal found itself under normal conditions, in the sputnik accelerationwas followed by a complete absence of gravity. Again to quote Kousnetzov, ""The absence of signals from the receptive organs as to the position of the body in space caused a change in the functional state of the nervoussystemwhich regulatesthe blood circulation and breathing . . . "". It seems fair to interpret these statementsas meaning that the dog was utterly terrified by the suddenacceleration,accompaniedby a tremendous outburst of noise and vibration, which accompaniedthe ""going into orbit"", and that when the accelerationand noise had died away the strange experienceof weightlessnesspreventeda quick return of confldence.However, the animal did not appear to have suffered any physical harm, and apparentlysurvived in a normal physiological state until the supply of oxygen failed. It was not possible to draw any conclusions as to the effects of cosmic radiation.",https://pmj.bmj.com/content/postgradmedj/35/404/367.3.full.pdf,
