Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
300,"G. Senay, M. Budde, J. Verdin, A. Melesse",A Coupled Remote Sensing and Simplified Surface Energy Balance Approach to Estimate Actual Evapotranspiration from Irrigated Fields,2007,"Sensors (Basel, Switzerland)",,https://www.semanticscholar.org/paper/4de543280f077c9b809a40d48306bf368601225e,,10,2025-03-26 12:56:16,JournalArticle,10.3390/S7060979,1424-8220,,7.0,,979.0,1000.0,300,16.67,75,4,18,"Accurate crop performance monitoring and production estimation are critical for timely assessment of the food balance of several countries in the world. Since 2001, the Famine Early Warning Systems Network (FEWS NET) has been monitoring crop performance and relative production using satellite-derived data and simulation models in Africa, Central America, and Afghanistan where ground-based monitoring is limited because of a scarcity of weather stations. The commonly used crop monitoring models are based on a crop water-balance algorithm with inputs from satellite-derived rainfall estimates. These models are useful to monitor rainfed agriculture, but they are ineffective for irrigated areas. This study focused on Afghanistan, where over 80 percent of agricultural production comes from irrigated lands. We developed and implemented a Simplified Surface Energy Balance (SSEB) model to monitor and assess the performance of irrigated agriculture in Afghanistan using a combination of 1-km thermal data and 250-m Normalized Difference Vegetation Index (NDVI) data, both from the Moderate Resolution Imaging Spectroradiometer (MODIS) sensor. We estimated seasonal actual evapotranspiration (ETa) over a period of six years (2000-2005) for two major irrigated river basins in Afghanistan, the Kabul and the Helmand, by analyzing up to 19 cloud-free thermal and NDVI images from each year. These seasonal ETa estimates were used as relative indicators of year-to-year production magnitude differences. The temporal water-use pattern of the two irrigated basins was indicative of the cropping patterns specific to each region. Our results were comparable to field reports and to estimates based on watershed-wide crop water-balance model results. For example, both methods found that the 2003 seasonal ETa was the highest of all six years. The method also captured water management scenarios where a unique year-to-year variability was identified in addition to water-use differences between upstream and downstream basins. A major advantage of the energy-balance approach is that it can be used to quantify spatial extent of irrigated fields and their water-use dynamics without reference to source of water as opposed to a water-balance model which requires knowledge of both the magnitude and temporal distribution of rainfall and irrigation applied to fields.",https://www.mdpi.com/1424-8220/7/6/979/pdf?version=1403303876,
162,"I. Meza, S. Siebert, P. Döll, J. Kusche, Claudia Herbert, Ehsan Eyshi Rezaei, H. Nouri, H. Gerdener, E. Popat, Janna Frischen, G. Naumann, J. Vogt, Y. Walz, Z. Sebesvari, M. Hagenlocher",Global-scale drought risk assessment for agricultural systems,2019,Natural Hazards and Earth System Sciences,,https://www.semanticscholar.org/paper/598c1fecfa7bfe16891063f66c48740788342d20,,20,2025-03-26 12:56:16,JournalArticle,10.5194/NHESS-20-695-2020,1561-8633,,,,,,162,27.0,16,15,6,"Abstract. Droughts continue to affect ecosystems, communities and entire economies. Agriculture bears much of the impact, and in many countries it is the most heavily affected sector. Over the past decades, efforts have been made to assess drought risk at different spatial scales. Here, we present for the first time an integrated assessment of drought risk for both irrigated and rainfed agricultural systems at the global scale. Composite hazard indicators were calculated for irrigated and rainfed systems separately using different drought indices based on historical climate conditions (1980–2016). Exposure was analyzed for irrigated and non-irrigated crops. Vulnerability was assessed through a socioecological-system (SES) perspective, using socioecological susceptibility and lack of coping-capacity indicators that were weighted by drought experts from around the world. The analysis shows that drought risk of rainfed and irrigated agricultural systems displays a heterogeneous pattern at the global level, with higher risk for southeastern Europe as well as northern and southern Africa. By providing information on the drivers and spatial patterns of drought risk in all dimensions of hazard, exposure and vulnerability, the presented analysis can support the identification of tailored measures to reduce drought risk and increase the resilience of agricultural systems.",https://nhess.copernicus.org/articles/20/695/2020/nhess-20-695-2020.pdf,
112,"A. Wudil, M. Usman, Joanna Rosak-Szyrocka, L. Pilař, Mortala Boye",Reversing Years for Global Food Security: A Review of the Food Security Situation in Sub-Saharan Africa (SSA),2022,International Journal of Environmental Research and Public Health,,https://www.semanticscholar.org/paper/3fb2284f4a0416561f425a3717919cb435195988,,28,2025-03-26 12:56:16,Review,10.3390/ijerph192214836,1660-4601,,19.0,,,,112,37.33,22,5,3,"All around the world, inequalities persist in the complex web of social, economic, and ecological factors that mediate food security outcomes at different human and institutional scales. There have been rapid and continuous improvements in agricultural productivity and better food security in many regions of the world during the past 50 years due to an expansion in crop area, irrigation, and supportive policy and institutional initiatives. However, in Sub-Saharan Africa, the situation is inverted. Statistics show that food insecurity has risen since 2015 in Sub-Saharan African countries, and the situation has worsened owing to the Ukraine conflict and the ongoing implications of the COVID-19 threat. This review looks into multidimensional challenges to achieving the SDG2 goal of “End hunger, achieve food security and improved nutrition, and promote sustainable agriculture” in Sub-Saharan Africa and the prosper policy recommendations for action. Findings indicate that weak economic growth, gender inequality, high inflation, low crop productivity, low investment in irrigated agriculture and research, climate change, high population growth, poor policy frameworks, weak infrastructural development, and corruption are the major hurdles in the sustaining food security in Sub-Saharan Africa. Promoting investments in agricultural infrastructure and extension services together with implementing policies targeted at enhancing the households’ purchasing power, especially those in rural regions, appear to be essential drivers for improving both food availability and food access.",https://www.mdpi.com/1660-4601/19/22/14836/pdf?version=1669097196,
106,"A. Catley, J. Lind, I. Scoones",Pastoralism and development in Africa : dynamic change at the margins,2013,,,https://www.semanticscholar.org/paper/0d9639955777a529c47ea7801a2b438bffeb285a,,31,2025-03-26 12:56:16,,10.4324/9780203105979,,,,,177.0,185.0,106,8.83,35,3,12,"1. Development at the Margins: Pathways of Change in the Horn of Africa Andy Catley, Jeremy Lind and Ian Scoones Part 1: Resources and Production 2. Mobility and the Sustainability of the Pastoral Production System in Africa: Perspectives of Contrasting Paradigms Gufu Oba 3. Range Enclosures in Southern Oromia, Ethiopia: An Innovative Response or Erosion in the Common Property Resource Tenure? Boku Tache Dida 4. Pastoralists and Irrigation in the Horn of Africa: Time for a Rethink? Stephen Sandford 5. Replacing Pastoralism with Irrigated Agriculture in the Awash Valley, North-Eastern Ethiopia: Counting the Costs Roy Behnke and Carol Kerven 6. Climate Change in Sub-Saharan Africa: Consequences and Implications for the Future of Pastoralism Polly Ericksen Part 2: Commercialisation and Markets 7. Moving Up or Moving Out? Commercialization, Growth and Destitution in Pastoralist Areas Andy Catley and Yacob Aklilu 8. Shipping Out the ""Desert Ship"": Camel Marketing in the Northern Kenya/Southern Ethiopia Borderlands Hussein Mahmoud 9. Responsible Companies and African Livestock-Keepers: Acting, Teaching but not Learning? John Morton 10. Town Camels: Pastoral Innovation in a Fast Changing World: Case Study from Gode Town, Somali Regional State, Ethiopia Abdi Hussein Part 3: Land and Conflict 11. The Future of Pastoralist Conflict Paul Goldsmith 12. Land Grabbing in the Eastern African Rangelands John Galaty 13. The Precipice of a Catastrophe: Land Deals and the Changing Political Economy of Pastoralism in the Tana Delta, Kenya Abdirizak Nunow 14. Squeezed from all Sides: Changing Resource Tenure and Pastoralist Innovation on the Laikipia Plateau, Kenya John Letai and Jeremy Lind 15. Mobile Pastoralism and Land grabbing in Sudan: Impacts and Responses Mustafa Babiker 16. The Need to strengthen Land Laws in Ethiopia to protect Pastoral Rights Abebe Mulatu and Solomon Bekure Part 4: Alternative Livelihoods 17. Seeking Alternative Strategies: Settled Pastoralists as Farmers, Town Dwellers, Wage Earners, and Traders Elliot Fratkin 18. Reaching Pastoralists with Formal Education: a Distance Learning Strategy for Kenya David Siele, Jeremy Swift and Saverio Kratli 19. Social Protection for Pastoralists: Just Give them Cash? Stephen Devereux 20. Women and Economic Diversification in Pastoralist Communities: A Regional Perspective John Livingstone and Everse Ruhindi Conclusion 21. Reflections on the Future of Pastoralism in the Horn of Africa Peter Little",https://doi.org/10.4324/9780203105979,
82,"M. Doreau, M. Corson, S. Wiedemann",Water use by livestock: A global perspective for a regional issue?,2012,Animal Frontiers,,https://www.semanticscholar.org/paper/bc67512f497d660af9114ebfefc124d06553ac8f,,35,2025-03-26 12:56:16,JournalArticle,10.2527/AF.2012-0036,,,2.0,,9.0,16.0,82,6.31,27,3,13,"• Water scarcity, a function of supply and demand, is a regional issue with global repercussions, given that 1) the increasing human population and demand for animal products will increase water demand and infl uence international trade in agricultural products and that 2) global climate change is altering rainfall patterns worldwide. • Water can be divided into the following types: blue (i.e., surface and groundwater), green (i.e., soil water used in evapotranspiration), and gray (i.e., water necessary to dilute pollutants). On a global scale, agriculture represents 70% of blue water use. • One main difference among all methods for assessing water use is whether and how they include green and gray water. The “water footprint” approach includes green water, whereas life cycle assessment approaches tend to exclude green water or to include only the variation in green water resulting from changes in land use. A second difference is whether water use is reported as a volume of water or as an index of water-use impact (e.g., H2O equivalents). A third is whether water that returns to the same location (e.g., in urine) is considered to have been consumed. • Because of these differences and the fact that existing studies have analyzed only a limited number of different livestock production systems, methods give wildly different results for the same livestock product. For example, estimations of water use to produce 1 kg of beef range from 3 to 540 L of H2O or H2O equivalents for the life cycle assessment approach and from 10,000 to 200,000 L of H2O for the water footprint. • Ultimately, water scarcity depends on blue water use. Decreasing the contribution of livestock to water scarcity can be achieved by decreasing feed irrigation. Livestock farming also has positive impacts on the environment related to water use. supplies in a region fall below 1,000 m3/person, which currently occurs throughout most countries in Northern Africa and the Arabian Peninsula (United Nations Environment Programme, 2008). Although such arid and semiarid regions are the most vulnerable to water scarcity, the demand side of the equation can have a strong, if not stronger, infl uence. Indeed, water stress, defi ned as annual water withdrawals exceeding 20% of the annual renewable water supply, has occurred in temperate-climate countries such as Belgium, Korea, and the United Kingdom (Organisation for Economic Co-operation and Development, 2004). Thus, a defi nition of water scarcity that emphasizes the important role of water demand is, “the point at which the aggregate impact of all users impinges on the supply or quality of water . . . to the extent that the demand by all sectors, including the environment, cannot be satisfi ed fully” (UN-Water/FAO, 2007). Even if water demand does not lead to water scarcity (e.g., in wet regions), it can increase groundwater depth, potentially decreasing water fl ow to rivers and causing ecosystem changes. Global water demand is expected to increase greatly in the future, by 50% between 1995 and 2025 (United Nations Environment Programme, 2008), especially in developing countries, not only because of larger human populations, but also because of overall increases in industrial production and human affl uence, which lead to greater consumption of energy, consumer goods, and food, especially animal products. This increase in domestic, industrial, and agricultural water use is expected to expand the areas affected by water scarcity (Figure 1). This may happen even in regions with high rainfall, where population density and economic activity are high. Areas suffering from water scarcity may change from year to year. It has been estimated that 64% of the world population will live in water-deprived zones in 2025 (Rosegrant et al., 2002). For the remaining 36%, especially those living in temperate zones, livestock farming could be performed without strong water restrictions. For example, grassland irrigation, a common practice in “wet” countries such as New Zealand and the Netherlands, can be a useful strategy for increasing grass production. The supply side of freshwater is a function not only of regional rainfall, which can vary greatly within and between years, but also water management and distribution systems and water pollution, which renders freshwater nonpotable. Unfortunately, global climate change is modifying the supply side of the equation (rainfall patterns), and not in a uniform manner. Simulations of global climate change by the Intergovernmental Panel on Climate Change (IPCC) with 21 different models predicted an average increase of at least 14% in annual rainfall in polar regions (above 60°N) and northern Asia; in contrast, they predicted at least a 12% decrease in annual rainfall in southern Europe and the Mediterranean Basin. Seasonal changes in rainfall are predicted to be even greater, with the greatest increases in December to February in the Tibetan Plateau",https://academic.oup.com/af/article-pdf/2/2/9/32409582/9.pdf,
81,"Y. Hamed, R. Ahmadi, R. Hadji, N. Mokadem, H. B. Dhia, W. Ali",Groundwater evolution of the Continental Intercalaire aquifer of Southern Tunisia and a part of Southern Algeria: use of geochemical and isotopic indicators,2014,Desalination and Water Treatment,,https://www.semanticscholar.org/paper/4f750d48460cda61695e217aa27c925acbc25cb8,,40,2025-03-26 12:56:16,JournalArticle,10.1080/19443994.2013.806221,,,52.0,,1990.0,1996.0,81,7.36,14,6,11,"AbstractThe expansion of irrigated agriculture and the overexploitation of groundwater aquifers are leading to saltwater intrusion, severe deterioration of groundwater quality and soil subsidence at arid areas. The geochemical processes taking place along an 800 km flow line in the non-carbonate Continental Intercalaire aquifer (CI) in North Africa are described using chemical (major and trace element) and isotopic indicators. The aquifer is hydraulically continuous from the Atlas Mountains in Algeria to the Chotts of Tunisia and the geochemical evidence corroborates this. The CI aquifer of North Africa is one of the largest confined aquifers in the world. The aquifer is hydraulically continuous from the Atlas Mountains in Algeria (recharge area) to the Chotts of Tunisia (discharge area) and the geochemical evidence corroborates this. The isotopic study (Delta18O, Delta2H) permits classifying groundwater into three groups. The first group is characterized by low 3H concentrations, low 14C activities and d...",https://doi.org/10.1080/19443994.2013.806221,
79,"P. Adhikari, H. Araya, G. Aruna, A. Balamatti, Soumi Banerjee, P. Baskaran, B. Barah, D. Behera, T. Berhe, P. Boruah, S. Dhar, S. Edwards, M. Fulford, B. Gujja, H. Ibrahim, H. Kabir, A. Kassam, R. Khadka, Y. Koma, U. Natarajan, R. Perez, D. Sen, A. Sharif, Gurpreet Singh, E. Styger, A. Thakur, A. Tiwari, N. Uphoff, A. Verma","System of crop intensification for more productive, resource-conserving, climate-resilient, and sustainable agriculture: experience with diverse crops in varying agroecologies",2018,International Journal of Agricultural Sustainability,,https://www.semanticscholar.org/paper/a85c57449e467c7654d16ee21d7d744d696ea646,,42,2025-03-26 12:56:16,Review,10.1080/14735903.2017.1402504,,,16.0,,1.0,28.0,79,11.29,8,29,7,"ABSTRACT With continually increasing demand for food accompanied by the constraints of climate change and the availability and quality of soil and water, the world’s farmers are challenged to produce more food per hectare with less water, and with fewer agrochemical inputs if possible. The ideas and methods of the system of rice intensification which is improving irrigated rice production are now being extended/adapted to many other crops: wheat, maize, finger millet, sugarcane, tef, mustard, legumes, vegetables, and even spices. Promoting better root growth and enhancing the soil’s fertility with organic materials are being found effective means for raising the yields of many crop plants with less water, less fertilizer, reduced seeds, fewer agrochemicals, and greater climate resilience. In this article, we review what is becoming known about various farmer-centred innovations for agroecological crop management that can contribute to agricultural sustainability. These changes represent the emerging system of crop intensification, which is being increasingly applied in Asian, African, and Latin American countries. More research will be needed to verify the efficacy and impact of these innovations and to clarify their conditions and limits. But as no negative effects for human or environmental health have been identified, making these agronomic options more widely known should prompt more investigation and, to the extent justified by results, utilization of these methodologies.",https://www.tandfonline.com/doi/pdf/10.1080/14735903.2017.1402504?needAccess=true,
58,"R. Payet-Burin, M. Kromann, S. Pereira-Cardenal, K. Strzepek, P. Bauer‐Gottwein",WHAT-IF: an open-source decision support tool for water infrastructure investment planning within the water–energy–food–climate nexus,2019,Hydrology and Earth System Sciences,,https://www.semanticscholar.org/paper/c847ba2b478430db6244a549ffbbb1c76e57fc39,,61,2025-03-26 12:56:16,JournalArticle,10.5194/HESS-23-4129-2019,1027-5606,,,,,,58,9.67,12,5,6,"Abstract. Water infrastructure investment planning must consider the interdependencies within the water–energy–food nexus. Moreover, uncertain future climate, evolving socio-economic context, and stakeholders with conflicting interests, lead to a highly complex decision problem. Therefore, there is a need for decision support tools to objectively determine the value of investments, considering the impacts on different groups of actors, and the risks linked to uncertainties. We present a new open-source hydro-economic optimization model, incorporating in a holistic framework, representations of the water, agriculture, and power systems. The model represents the joint development of nexus-related infrastructure and policies and evaluates their economic impact, as well as the risks linked to uncertainties in future climate and socio-economic development. We apply the methodology in the Zambezi River basin, a major African basin shared by eight countries, in which multiple investment opportunities exist, including new hydropower plants, new or resized reservoirs, development of irrigation agriculture, and investments into the power grid. We show that it is crucial to consider the links between the different systems when evaluating the impacts of climate change and socio-economic development, which will ultimately influence investment decisions. We find that climate change could induce economic losses of up to USD 2.3 billion per year in the current system. We show that the value of the hydropower development plan is sensitive to future fuel prices, carbon pricing policies, the capital cost of solar technologies, and climate change. Similarly, we show that the value of the irrigation development plan is sensitive to the evolution of crop yields, world market crop prices, and climate change. Finally, we evaluate the opportunity costs of restoring the natural floods in the Zambezi Delta; we find limited economic trade-offs under the current climate, but major trade-offs with irrigation and hydropower generation under the driest climate change scenario.",https://hess.copernicus.org/articles/23/4129/2019/hess-23-4129-2019.pdf,
57,"Irene M. Johannsen, Jennifer C. Hengst, A. Goll, Britta Höllermann, B. Diekkrüger","Future of Water Supply and Demand in the Middle Drâa Valley, Morocco, under Climate and Land Use Change",2016,Water,,https://www.semanticscholar.org/paper/80240ed8306bbff72c4141d6b7950b75a2291c39,,62,2025-03-26 12:56:16,JournalArticle,10.3390/W8080313,,,8.0,,313.0,,57,6.33,11,5,9,"Regions of scarce fresh water resources, such as the Middle East and North Africa, are facing great challenges already today, and even more in the future, due to climatic and socioeconomic changes. The Middle Drâa valley in Morocco is one of many semi-arid to arid mountainous areas struggling with increasing water scarcity threatening self-sufficient husbandry. In order to maintain people’s livelihoods water management needs to be adapted. The Water Evaluation And Planning System (WEAP) software has been widely used to examine complex water systems in the water resource planning sector all around the world and proved to be a helpful asset to show the various interactions of water supply and demand. This paper presents the application of WEAP on the Middle Draâ valley’s water demand and supply, including several socioeconomic and land use scenarios under one basic climate change scenario. The climate scenario shows a significant decrease in available water resources up to 2029 while all socioeconomic scenarios show an increase in water demand. In years of droughts groundwater is used for irrigation, leading to increasingly depleted aquifers. The aquifers are recharged by percolation losses from irrigation and by river bed infiltration the latter of which is stronger in the northern oases than in the southern oases due to water withdrawal rules. A drastic reduction of irrigated agricultural area is the only solution to guarantee sustainable water use.",https://www.mdpi.com/2073-4441/8/8/313/pdf?version=1469429452,
49,"Implications Yasuor, Alon Ben-Gal, U. Yermiyahu","Nitrogen Management of Greenhouse Pepper Production: Agronomic, Nutritional, and Environmental Implications",2013,Hortscience,,https://www.semanticscholar.org/paper/d268ce3fac5c4aeee15e6b8f01270e39c490a22c,,75,2025-03-26 12:56:16,JournalArticle,10.21273/HORTSCI.48.10.1241,,,48.0,,1241.0,1249.0,49,4.08,16,3,12,"Producers of horticultural products face new and growing standards regarding food quality and safety as well as environmental responsibility and sustainability. The objective of this research was to reduce environmental pollution by increasing nitrogen use efficiency (NUE) in vegetables without negatively affecting fruit yield or quality. Bell pepper was used as a case study for intensive vegetable cropping. Pepper cultivars with different vegetative vigor were drip-irrigated with solutions containing 9.2, 56.2, 102.3, and 158.5 mg·L nitrogen (N). Fruit yield, quality, and nutritional value were measured. Nitrogen balance was determined by quantifying N in soil and in plant tissues. Maximum yields were found when peppers were irrigated with 56.2 mg·L N. Nitrogen concentrations of 102.3 and 158.5 mg·L N loaded 400 and 800 kg·ha N into the environment, respectively, whereas for the 56.2 mg·L N concentration, N was almost completely taken up and used by the plants. Nitrogen treatments had no significant negative effect on pepper fruit physical or chemical quality parameters including sugar content and acidity. Reduced N application did not affect nutritional quality components of the pepper fruit such as b-carotene and lycopene content or total antioxidant activity. The vigorous cultivar used N more efficiently. The results demonstrate how the environmental impact of intensive agriculture can be minimized without harming fruit yield or quality by reducing N application level and adopting cultivars with improved N use efficiency. As a result of a rising demand for yearlong supply of fresh produce and the necessity of plant protection, the use of protective housing (insect-proof net houses and greenhouses) for cropping systems has gained global importance. Protected cultivation is particularly important for the production of fresh vegetables (Gruda, 2005). Improvements in agricultural practices in the past mainly focused on productivity; today, objectives including crop product quality, production cost, and environmental impact have become fundamental. N, the most important and widely applied agricultural nutrient, is also a major potential environmental contaminant and, hence, increasing NUE is central to environmental responsibility and agricultural sustainability (Fageria and Baligar, 2005; Gastal and Lemaire, 2002; MascleauxDaubresse et al., 2010). Improved N management has become essential in recent years because of increased levels of nitrate (NO3N) in groundwater associated with high rates of N fertilizer application to crops (Del Amor, 2007). Sufficient N is essential for normal plant growth and development, being an integral part of protein and chloroplast structure and function (Barker and Bryson, 2007). Nitrogen deficiency has been studied on the majority of horticultural crops, whereas the effects of oversupply of N are not as widely understood (Stefanelli et al., 2010). In vegetable crops, excessive N often leads to increased vegetative growth at the expense of root or fruit development (Elia and Conversa, 2012; Mengel et al., 2001; Ruiz and Romero, 1998). In greenhouse tomatoes, high N can lead to poor fruit set, to reduced sugars, and to consequential inferior taste (Stefanelli et al., 2010). The low cost of N fertilizers and the dramatic effect of N application on yields of intensive vegetable crops have led to overuse of fertilizers by farmers (Glass, 2003). For this reason, in many agricultural systems, a considerable proportion of applied N fertilizer is lost from the root zone to subsoil, groundwater, rivers, and oceans (Glass, 2003). Leaching of NO3-N occurs in many vegetable production areas where N application rates exceed crop demand (Zhu et al., 2005). Pepper (Capsicum annum L.) production is becoming commercially important in various regions of the world including Israel, Spain, southern Europe, and north Africa where the crop is grown from fall to spring in greenhouses and net houses. Such production in protective structures commonly yields more than 100 t·ha of high-quality fruit seasonally. Nitrogen application response studies have previously been conducted on bell pepper. Seasonal N application of 135 to 252 kg·ha to open-field peppers was found to increase flower number and fruit yield (Hartz et al., 1993). This N application rate resulted in yields of 50 t·ha. Intensified models for pepper production commonly practice much higher application rates of nutrients including N than in the traditional open-field production systems. Nitrogen in these cases is applied continuously through drip irrigation systems (fertigation) at rates reaching 100 to 150 mg·L N and with seasonal application reaching 750 to 900 kg·ha N (Bar-Tal et al., 2001; Jovicich et al., 2004; Schon et al., 1994). Crop response to applied N and NUE are important criteria for evaluating N requirements for maximum economic yield (Fageria and Baligar, 2005). Recovery of applied N in crop plants is usually less than 50% (Fageria and Baligar, 2005; Glass, 2003). Hence, improving NUE is desirable to improve crop yields, reduce production costs, and maintain environmental quality (Fageria and Baligar, 2005). Use of plant species or genotypes efficient in absorption and use of N can facilitate N productivity and sustainable agricultural systems (Fageria and Baligar, 2005; Stefanelli et al., 2010). Genetic variability in NUE has been recognized for many years (Smith, 1934). In tomato, genotype variation was found to influence N use and assimilation (Ruiz and Romero, 1998). High NUE genotypes were characterized with higher accumulation of NO3-N in the leaves, high nitrate reductase activities, and high protein and organic N contents (Ruiz and Romero, 1998). Differences in N uptake and use have also been found among other crop species and cultivars including wheat, sorghum, corn, ryegrass, and soybean (Fageria and Baligar, 2005). Global consumer interest regarding the quality of vegetable products has increased in recent years (Stefanelli et al., 2010). Product quality is a complex issue; in addition to visual characteristics, properties such as texture, the content of minerals and vitamins, Received for publication 22 May 2013. Accepted for publication 30 July 2013. We thank Fertilizers & Chemicals Ltd Israel for the fertilizer supply. We also thank Zeraim Gedera, Israel, for supporting the research. We thank Hanna Yehezkel and the Negev Agriculture RD e-mail hagai@agri.gov.il. HORTSCIENCE VOL. 48(10) OCTOBER 2013 1241 CROP PRODUCTION",https://journals.ashs.org/downloadpdf/journals/hortsci/48/10/article-p1241.pdf,
